"age","annualincome","calldroprate","callfailurerate","customersuspended","education","gender","homeowner","maritalstatus","monthlybilledamount","complaints","unpaidmonths","timetoexpiration","occupation","penaltytoswitch","lastmonthusage","unpaidbalance","usesinternetservice","usesvoiceservice","outsidecalls","totalcallduration","avgcallduration","churn"
38,137789,0.03,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",26,1,2,18,"Others",361,99,222,"No","No",0.42,1677,838,"1"
32,214894,0.04,0,"Yes","Master or equivalent","Female","Yes","Married",14,1,2,73,"Technology Related Job",432,442,59,"No","Yes",0.47,3198,639,"0"
44,46389,0.04,0.03,"Yes","Master or equivalent","Male","Yes","Single",70,1,6,4,"Non-technology Related Job",431,394,76,"No","No",0.46,2679,893,"0"
61,239565,0.07,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",95,3,6,82,"Non-technology Related Job",467,64,169,"No","No",0.55,4163,693,"0"
40,249252,0.01,0.02,"Yes","High School or below","Female","No","Married",27,0,2,53,"Others",70,65,121,"No","No",0.92,4752,594,"0"
69,164989,0.06,0.01,"Yes","High School or below","Male","Yes","Married",30,0,7,38,"Non-technology Related Job",325,431,206,"No","No",0.26,2355,588,"0"
66,192857,0,0.01,"Yes","High School or below","Male","Yes","Single",118,1,6,60,"Technology Related Job",137,19,173,"No","No",0.45,475,475,"0"
13,61311,0.03,0,"Yes","High School or below","Male","No","Married",56,3,6,77,"Non-technology Related Job",30,464,80,"No","No",0.49,288,288,"0"
22,76998,0.05,0.01,"Yes","High School or below","Male","Yes","Single",37,2,4,85,"Non-technology Related Job",252,391,195,"No","No",0.92,5614,935,"0"
32,41447,0,0.03,"Yes","High School or below","Male","Yes","Married",84,0,1,42,"Others",460,126,61,"No","No",0.63,675,675,"1"
62,229031,0.03,0.03,"Yes","Master or equivalent","Male","Yes","Single",110,3,3,29,"Others",379,158,184,"No","No",0.67,2254,563,"0"
19,176097,0.05,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",102,1,6,38,"Non-technology Related Job",444,214,124,"No","No",0.34,6966,870,"0"
51,133088,0.01,0.02,"Yes","High School or below","Female","Yes","Single",59,2,4,30,"Non-technology Related Job",207,303,229,"Yes","Yes",0.51,1438,719,"0"
45,102596,0.01,0.01,"Yes","High School or below","Male","No","Married",18,0,1,64,"Others",192,404,7,"No","No",0.52,327,163,"0"
71,27327,0.02,0.02,"Yes","High School or below","Male","Yes","Married",26,3,6,80,"Non-technology Related Job",255,74,134,"No","No",0.66,2776,555,"1"
29,227204,0.02,0.02,"Yes","High School or below","Female","Yes","Single",105,0,5,10,"Non-technology Related Job",280,32,187,"No","No",0.74,4129,458,"1"
39,134045,0.02,0.01,"Yes","High School or below","Female","Yes","Single",80,2,0,7,"Non-technology Related Job",332,306,97,"No","No",0.62,2625,656,"1"
71,239564,0.05,0.01,"Yes","High School or below","Male","Yes","Single",62,0,2,5,"Others",8,342,88,"No","No",0.65,1242,1242,"0"
39,35960,0.07,0.03,"Yes","High School or below","Female","Yes","Single",106,0,4,36,"Others",154,476,189,"No","No",0.89,4699,671,"1"
40,210316,0.01,0,"Yes","High School or below","Female","Yes","Married",106,3,3,65,"Others",330,298,112,"No","No",0.1,4464,637,"1"
46,221489,0.03,0,"Yes","High School or below","Female","Yes","Single",47,0,7,39,"Others",111,242,172,"No","No",0.15,2136,356,"0"
21,128763,0.05,0,"Yes","High School or below","Female","No","Married",100,3,4,29,"Non-technology Related Job",440,356,191,"No","No",0.53,3889,777,"1"
20,187393,0.07,0,"Yes","High School or below","Male","No","Married",102,3,2,92,"Non-technology Related Job",278,310,229,"No","No",0.93,4553,910,"0"
55,62837,0.04,0,"Yes","Bachelor or equivalent","Female","No","Single",66,1,5,13,"Others",398,12,62,"No","No",0.61,3547,591,"0"
32,177148,0,0.02,"Yes","High School or below","Male","Yes","Single",87,0,4,92,"Non-technology Related Job",426,374,211,"No","No",0.69,6085,1014,"1"
29,97549,0.01,0.03,"Yes","High School or below","Female","Yes","Single",44,2,7,94,"Others",369,370,224,"No","No",0.27,768,256,"1"
66,203392,0.04,0,"Yes","High School or below","Male","Yes","Married",103,1,1,13,"Others",225,425,158,"No","No",0.33,1871,467,"0"
70,245092,0.01,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",73,0,2,21,"Technology Related Job",463,318,166,"No","No",0.73,2699,449,"0"
65,218432,0.06,0.03,"Yes","High School or below","Male","Yes","Single",49,1,0,79,"Others",88,314,138,"No","Yes",0.73,6215,776,"0"
23,49058,0,0.01,"Yes","High School or below","Female","Yes","Married",35,1,6,45,"Non-technology Related Job",72,365,107,"No","No",0.79,4869,695,"0"
35,139321,0.01,0.03,"Yes","Master or equivalent","Female","Yes","Single",48,0,7,19,"Others",476,202,103,"No","No",0.62,7165,716,"1"
36,93236,0.02,0,"Yes","Bachelor or equivalent","Female","Yes","Married",23,0,5,1,"Technology Related Job",56,254,65,"No","No",0.35,6739,842,"1"
16,110888,0.03,0.03,"Yes","Master or equivalent","Female","No","Single",71,1,4,26,"Others",211,401,91,"No","No",0.6,3379,844,"1"
51,76898,0.04,0,"Yes","High School or below","Male","Yes","Single",28,3,0,64,"Others",188,457,246,"No","No",0.69,1719,573,"1"
75,175287,0.03,0,"Yes","High School or below","Female","Yes","Single",96,1,3,5,"Non-technology Related Job",386,197,237,"No","No",0.4,1657,414,"1"
44,4511,0.06,0.03,"Yes","Master or equivalent","Male","Yes","Single",44,2,6,93,"Technology Related Job",14,74,99,"No","No",0.79,4132,1033,"0"
78,93142,0.01,0.03,"Yes","High School or below","Male","Yes","Single",59,2,3,24,"Others",199,98,97,"No","No",0.09,2189,437,"0"
26,223784,0.03,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",30,2,6,97,"Non-technology Related Job",389,480,85,"No","No",0.86,4079,815,"0"
54,192770,0.06,0,"Yes","High School or below","Female","Yes","Single",79,3,5,25,"Non-technology Related Job",486,139,185,"No","No",0.17,4967,827,"1"
20,85993,0.01,0,"Yes","Bachelor or equivalent","Female","Yes","Single",42,0,4,16,"Non-technology Related Job",60,194,237,"No","No",0.73,1478,739,"1"
76,92924,0.05,0.03,"Yes","High School or below","Male","Yes","Married",90,2,0,10,"Others",371,345,171,"No","No",0.48,3998,571,"0"
69,109690,0,0.03,"Yes","High School or below","Male","No","Single",31,2,1,76,"Technology Related Job",270,427,200,"No","No",0.57,4199,839,"0"
38,62726,0,0.02,"Yes","High School or below","Female","Yes","Married",32,3,0,63,"Others",340,469,65,"No","No",0.21,6894,861,"0"
66,198684,0.02,0.01,"Yes","High School or below","Female","Yes","Married",90,2,1,82,"Others",364,352,185,"No","No",0.44,7373,1053,"0"
58,23690,0.01,0,"Yes","High School or below","Female","Yes","Single",15,3,1,32,"Others",495,491,188,"No","No",0.06,1192,1192,"0"
17,196818,0.01,0,"Yes","High School or below","Male","Yes","Single",86,2,3,30,"Technology Related Job",76,121,62,"No","No",0.06,1710,570,"1"
56,82173,0.02,0,"Yes","High School or below","Male","Yes","Married",82,2,3,0,"Non-technology Related Job",374,131,172,"No","No",0.8,5257,751,"0"
14,249142,0.07,0.01,"Yes","Master or equivalent","Female","Yes","Married",26,1,1,81,"Non-technology Related Job",471,244,205,"No","No",0.43,843,843,"0"
32,181355,0,0.01,"Yes","Bachelor or equivalent","Male","No","Single",86,1,5,0,"Technology Related Job",429,2,22,"No","No",0.31,4621,924,"1"
58,34241,0.06,0.03,"No","Bachelor or equivalent","Male","Yes","Single",37,0,3,80,"Others",325,61,121,"No","No",0.18,2915,728,"0"
74,211712,0.04,0,"No","Bachelor or equivalent","Female","No","Single",11,0,1,78,"Technology Related Job",439,417,69,"No","No",0.7,3593,598,"0"
25,230486,0.03,0.02,"Yes","High School or below","Male","Yes","Married",118,3,1,26,"Technology Related Job",337,491,125,"No","No",0.75,1333,333,"0"
36,14487,0.05,0.02,"Yes","High School or below","Female","Yes","Single",66,0,7,17,"Non-technology Related Job",354,44,18,"No","No",0.81,1074,268,"0"
61,203960,0.02,0.03,"Yes","Master or equivalent","Female","Yes","Married",58,0,0,95,"Technology Related Job",8,248,192,"No","No",0.44,1732,866,"0"
34,134596,0.07,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",118,1,0,93,"Others",374,465,183,"No","No",0.5,4977,829,"0"
17,2188,0.02,0.01,"Yes","High School or below","Male","Yes","Single",119,0,6,10,"Technology Related Job",0,63,190,"No","No",0.69,4888,543,"1"
77,232886,0.07,0.01,"Yes","High School or below","Female","Yes","Single",90,3,4,91,"Technology Related Job",466,494,56,"No","No",0.87,6818,852,"0"
78,13947,0.05,0.01,"Yes","High School or below","Male","Yes","Single",86,0,5,38,"Technology Related Job",265,216,62,"No","No",0.99,5233,872,"0"
49,137876,0.04,0.01,"Yes","High School or below","Female","No","Married",64,3,3,53,"Non-technology Related Job",12,479,210,"No","No",0.7,4776,955,"0"
64,205668,0.07,0.03,"Yes","PhD or equivalent","Male","Yes","Married",103,1,0,21,"Technology Related Job",343,54,212,"No","Yes",0,3457,691,"0"
68,20074,0.07,0.03,"Yes","High School or below","Male","No","Single",53,2,0,43,"Technology Related Job",224,127,88,"No","No",0.78,1198,399,"0"
42,161937,0.06,0.02,"Yes","Master or equivalent","Male","Yes","Single",44,3,4,44,"Technology Related Job",50,57,72,"No","No",0.92,2941,980,"0"
71,23940,0.05,0,"Yes","Master or equivalent","Female","No","Single",24,2,6,57,"Technology Related Job",347,350,178,"No","No",0.24,638,638,"0"
68,36007,0.07,0.02,"Yes","PhD or equivalent","Female","Yes","Single",31,2,5,11,"Others",50,358,45,"No","No",0.32,5111,730,"0"
31,92930,0.03,0.02,"Yes","High School or below","Female","Yes","Married",102,3,5,75,"Non-technology Related Job",119,399,71,"No","No",0.56,3513,501,"1"
49,98493,0.05,0.03,"Yes","High School or below","Female","Yes","Married",7,0,5,64,"Others",41,42,213,"No","No",0.32,7867,983,"1"
35,157618,0,0.03,"Yes","Bachelor or equivalent","Female","No","Single",98,1,1,8,"Others",30,164,183,"No","No",0.01,1960,653,"1"
49,41558,0.04,0.01,"Yes","High School or below","Female","Yes","Single",118,1,7,92,"Others",18,169,58,"No","No",0.02,967,967,"0"
25,232106,0.05,0.03,"Yes","Bachelor or equivalent","Male","No","Single",91,0,3,39,"Non-technology Related Job",62,195,76,"No","No",0.13,1484,371,"0"
77,155458,0.06,0.01,"Yes","Master or equivalent","Male","Yes","Married",24,1,5,16,"Non-technology Related Job",217,132,26,"No","No",0.81,3000,750,"0"
18,141275,0.07,0.02,"Yes","High School or below","Female","Yes","Single",3,1,2,84,"Others",374,35,46,"Yes","No",0.18,7358,919,"0"
25,227399,0.04,0,"Yes","High School or below","Female","Yes","Single",79,1,3,8,"Non-technology Related Job",201,122,104,"No","No",0.24,4431,738,"0"
32,181355,0,0.01,"Yes","Bachelor or equivalent","Male","No","Single",86,1,5,0,"Technology Related Job",429,2,22,"No","No",0.31,6808,680,"1"
26,50337,0,0,"Yes","Master or equivalent","Male","Yes","Married",101,0,5,66,"Technology Related Job",417,164,86,"No","Yes",0.02,2231,1115,"0"
24,141169,0,0.03,"Yes","Master or equivalent","Female","No","Married",102,1,2,99,"Non-technology Related Job",64,47,198,"No","No",0.86,3250,650,"1"
13,62632,0.07,0.01,"Yes","High School or below","Male","Yes","Single",68,1,5,85,"Non-technology Related Job",483,312,96,"No","No",0.96,6038,754,"0"
79,164314,0.02,0.02,"Yes","High School or below","Female","Yes","Single",53,1,6,72,"Others",231,120,75,"No","No",0.83,3806,761,"0"
31,46828,0.04,0.03,"Yes","High School or below","Male","Yes","Single",41,3,4,62,"Others",457,288,85,"No","No",0.05,994,497,"0"
79,84820,0,0.01,"Yes","High School or below","Male","No","Single",118,1,6,81,"Others",26,383,105,"No","No",0.82,4992,998,"0"
31,102143,0.03,0,"Yes","Master or equivalent","Female","Yes","Single",76,2,1,20,"Non-technology Related Job",254,456,39,"No","No",0.97,3234,646,"0"
15,126374,0.04,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",33,3,3,93,"Non-technology Related Job",305,461,59,"No","No",0.56,650,650,"0"
14,142735,0.02,0.02,"Yes","Bachelor or equivalent","Female","No","Married",111,1,1,68,"Technology Related Job",121,199,56,"No","No",0.43,3323,830,"0"
29,157425,0,0.03,"No","High School or below","Female","Yes","Single",38,3,7,88,"Others",68,297,97,"No","No",0.42,1930,643,"0"
28,48360,0.02,0.02,"Yes","Bachelor or equivalent","Male","No","Married",62,2,1,63,"Non-technology Related Job",71,391,216,"No","Yes",0.25,1293,1293,"1"
57,217874,0.01,0.03,"Yes","High School or below","Male","No","Single",85,3,6,50,"Others",340,378,72,"No","No",0.86,4307,861,"0"
76,204282,0,0.03,"Yes","High School or below","Male","Yes","Married",102,3,3,38,"Technology Related Job",228,44,54,"No","No",0.56,4206,841,"1"
16,5802,0.02,0,"Yes","Master or equivalent","Female","Yes","Married",48,3,3,21,"Technology Related Job",312,205,209,"No","No",0.07,5026,558,"0"
25,80418,0.04,0.02,"No","Bachelor or equivalent","Female","Yes","Married",112,0,2,98,"Others",143,443,47,"No","No",0.81,5761,823,"1"
31,191296,0.04,0,"Yes","High School or below","Female","No","Single",1,3,4,56,"Technology Related Job",327,421,214,"No","No",0.96,1261,630,"1"
32,31043,0.05,0,"Yes","Master or equivalent","Male","Yes","Single",117,3,4,89,"Others",90,372,182,"No","No",0.17,2117,423,"0"
15,194719,0.06,0,"Yes","PhD or equivalent","Male","Yes","Married",23,2,3,25,"Technology Related Job",136,418,227,"Yes","No",0.65,4704,672,"0"
56,132389,0.03,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",86,3,7,47,"Non-technology Related Job",206,329,89,"No","No",0.97,2788,697,"0"
47,128575,0.01,0.01,"Yes","High School or below","Male","Yes","Single",19,0,2,96,"Technology Related Job",267,320,173,"No","No",0.12,2493,623,"0"
19,166438,0.07,0.03,"Yes","High School or below","Female","Yes","Single",112,1,3,92,"Non-technology Related Job",77,486,168,"No","No",0.36,2505,501,"0"
55,209073,0.07,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",54,1,4,17,"Others",452,164,197,"No","No",0.56,2342,780,"0"
54,228619,0.07,0,"Yes","Bachelor or equivalent","Male","Yes","Single",81,0,6,96,"Non-technology Related Job",90,37,172,"No","No",0.47,1323,661,"0"
26,232552,0.04,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",108,2,2,41,"Non-technology Related Job",293,366,65,"No","No",0.7,1627,542,"1"
59,87415,0.06,0.02,"Yes","High School or below","Female","Yes","Married",63,0,7,45,"Others",76,477,203,"No","No",0.43,3566,594,"0"
60,50114,0,0,"Yes","High School or below","Female","Yes","Married",32,1,1,65,"Technology Related Job",301,79,92,"No","No",0.23,4271,711,"0"
40,234195,0.06,0,"Yes","High School or below","Male","Yes","Married",44,3,4,92,"Technology Related Job",465,11,193,"No","No",0.29,3996,570,"1"
15,25104,0.07,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",110,0,3,18,"Others",305,497,173,"No","No",0.79,7941,882,"0"
49,125852,0.07,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",3,2,4,87,"Technology Related Job",417,20,131,"No","No",0.87,1989,497,"0"
12,76798,0.04,0.02,"Yes","Master or equivalent","Female","Yes","Married",19,1,4,44,"Technology Related Job",125,24,48,"No","No",0.45,8039,1004,"1"
17,229183,0.02,0.02,"Yes","PhD or equivalent","Female","Yes","Single",57,1,5,90,"Technology Related Job",85,28,137,"No","No",0.41,4518,1129,"0"
26,184401,0.04,0.03,"Yes","Bachelor or equivalent","Male","No","Single",93,3,7,7,"Non-technology Related Job",417,43,87,"No","Yes",0.47,4811,801,"0"
36,234019,0.07,0.03,"Yes","High School or below","Female","No","Single",20,2,2,67,"Technology Related Job",246,308,55,"No","No",0.93,2832,708,"1"
64,147559,0.03,0,"Yes","Master or equivalent","Female","Yes","Single",17,0,7,37,"Others",327,147,94,"No","No",0.89,7718,701,"0"
42,41593,0.07,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",106,1,1,60,"Others",461,219,34,"No","No",0.39,2705,676,"0"
41,62961,0.05,0,"Yes","High School or below","Male","No","Married",38,0,2,71,"Others",409,386,188,"No","No",0.06,518,518,"0"
73,64716,0.03,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",8,3,2,73,"Non-technology Related Job",139,74,64,"No","No",0.04,558,558,"1"
77,2651,0.03,0.03,"Yes","High School or below","Male","Yes","Single",86,2,1,84,"Technology Related Job",432,120,207,"No","No",0.4,4218,703,"1"
34,39469,0.03,0,"Yes","Master or equivalent","Female","Yes","Married",46,2,5,39,"Technology Related Job",114,353,191,"No","No",0.86,387,387,"1"
61,179243,0,0.03,"Yes","Master or equivalent","Female","Yes","Single",85,3,7,88,"Others",36,467,58,"No","No",0.83,5185,740,"0"
57,137543,0.03,0.01,"Yes","High School or below","Female","Yes","Married",115,1,6,80,"Non-technology Related Job",298,73,50,"No","No",0.43,491,491,"0"
13,63078,0.06,0.01,"Yes","High School or below","Female","Yes","Single",84,3,5,86,"Non-technology Related Job",214,483,85,"No","Yes",0.53,7219,1031,"0"
78,158845,0.03,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",25,1,5,39,"Non-technology Related Job",125,357,232,"No","No",0.23,968,968,"1"
39,143258,0.02,0.03,"Yes","High School or below","Female","Yes","Single",54,1,3,51,"Technology Related Job",467,363,65,"No","No",0.02,3177,794,"1"
53,20871,0.02,0.01,"Yes","High School or below","Female","Yes","Single",88,1,0,90,"Technology Related Job",371,90,16,"No","Yes",0.76,536,536,"0"
56,72068,0.04,0.01,"Yes","Master or equivalent","Female","Yes","Single",76,0,0,53,"Non-technology Related Job",275,232,228,"No","No",0.25,2627,656,"1"
39,27192,0.06,0.01,"Yes","High School or below","Male","No","Single",29,0,0,92,"Others",250,91,210,"No","Yes",0.05,4421,491,"1"
19,235098,0.07,0.01,"Yes","High School or below","Female","No","Single",101,3,5,24,"Non-technology Related Job",423,462,218,"No","No",0.58,4600,1150,"1"
51,105431,0.01,0.03,"Yes","High School or below","Female","Yes","Single",101,3,2,1,"Others",58,469,127,"No","Yes",0.05,2951,491,"1"
25,98862,0.04,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",97,1,1,82,"Non-technology Related Job",157,220,180,"No","No",0.86,2706,541,"0"
52,116281,0.04,0.02,"Yes","High School or below","Female","No","Single",85,2,6,54,"Others",160,394,244,"No","No",0.07,3837,959,"1"
51,212582,0.03,0.03,"Yes","High School or below","Female","Yes","Single",114,3,4,20,"Non-technology Related Job",412,41,198,"No","No",0.52,4013,802,"1"
48,177617,0.07,0.01,"Yes","Master or equivalent","Female","Yes","Married",66,3,4,31,"Others",106,485,127,"No","Yes",0.48,5102,850,"1"
79,62115,0.05,0.01,"Yes","High School or below","Male","Yes","Married",17,3,7,67,"Others",383,203,237,"No","No",0.44,2726,454,"1"
19,205674,0.05,0.01,"Yes","Bachelor or equivalent","Female","No","Married",115,3,5,86,"Others",90,109,111,"No","No",0.08,5605,622,"0"
13,200773,0.04,0.01,"Yes","Master or equivalent","Female","No","Single",42,2,3,34,"Others",268,168,52,"No","No",0.6,3520,586,"1"
15,231161,0.07,0.01,"Yes","High School or below","Female","Yes","Single",95,2,1,92,"Others",431,302,7,"No","No",0.18,1861,930,"0"
36,81957,0.02,0,"Yes","High School or below","Female","Yes","Single",60,0,0,42,"Others",464,322,158,"No","No",0.99,4155,692,"0"
14,157401,0,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",75,2,6,50,"Non-technology Related Job",120,356,169,"No","No",0.21,3416,569,"1"
29,221378,0,0.01,"Yes","High School or below","Male","Yes","Married",13,2,1,89,"Others",53,200,175,"No","No",0.75,3537,707,"0"
30,121891,0.06,0.02,"Yes","High School or below","Male","No","Married",35,0,7,18,"Technology Related Job",478,418,242,"No","No",0.26,3163,632,"1"
26,162588,0,0,"Yes","Bachelor or equivalent","Female","Yes","Single",25,2,7,95,"Non-technology Related Job",237,205,195,"No","No",0.24,4346,869,"1"
54,94685,0.03,0.02,"Yes","High School or below","Male","No","Single",106,1,2,55,"Others",308,310,27,"Yes","No",0.44,3216,804,"0"
47,29316,0.02,0.02,"Yes","High School or below","Female","Yes","Single",88,0,4,13,"Non-technology Related Job",96,457,53,"No","Yes",0.58,1713,856,"0"
19,98968,0.02,0.01,"Yes","PhD or equivalent","Female","Yes","Single",118,1,2,67,"Others",467,208,28,"No","No",0.18,3655,913,"1"
29,203825,0.06,0.02,"Yes","Master or equivalent","Female","Yes","Single",61,2,2,7,"Others",3,264,17,"No","No",0.84,3861,643,"1"
64,98963,0.04,0.03,"Yes","High School or below","Male","Yes","Single",106,3,5,2,"Technology Related Job",220,153,129,"No","No",0.1,6770,752,"1"
44,127595,0,0.02,"Yes","High School or below","Female","Yes","Single",35,3,6,81,"Others",194,377,127,"No","No",0.8,135,135,"0"
34,123317,0.06,0.01,"Yes","High School or below","Female","No","Single",35,0,3,34,"Non-technology Related Job",282,33,26,"No","No",0.14,4922,984,"0"
24,212716,0.05,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",77,2,6,30,"Technology Related Job",459,302,42,"No","No",0.23,3292,658,"1"
30,244828,0.07,0.01,"Yes","High School or below","Male","Yes","Married",92,1,2,10,"Others",199,406,215,"No","No",0.6,1291,1291,"0"
57,214243,0,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",0,3,2,44,"Others",286,72,106,"No","No",0.25,6985,997,"0"
59,215896,0.04,0,"Yes","High School or below","Male","Yes","Single",47,1,2,48,"Technology Related Job",494,105,202,"No","No",0.1,4629,462,"0"
76,121756,0,0.03,"Yes","Master or equivalent","Male","Yes","Married",5,3,5,52,"Others",13,213,236,"No","No",0.75,5503,611,"0"
52,172917,0.07,0,"Yes","PhD or equivalent","Female","Yes","Single",12,3,2,20,"Technology Related Job",410,411,215,"No","No",0.47,4836,690,"0"
34,212916,0.06,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",96,3,6,71,"Non-technology Related Job",86,169,189,"No","Yes",0.7,2844,406,"0"
57,164027,0.07,0.03,"Yes","High School or below","Male","No","Married",116,2,6,96,"Others",453,374,189,"No","No",0.08,3966,396,"0"
35,118382,0.02,0.01,"Yes","Master or equivalent","Female","Yes","Single",95,3,7,14,"Others",17,42,240,"No","No",0.29,4612,922,"0"
36,9089,0.01,0.03,"Yes","High School or below","Male","No","Married",73,0,5,2,"Non-technology Related Job",116,218,47,"No","No",0.16,2746,915,"1"
62,169601,0.02,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",12,3,3,37,"Others",411,403,49,"No","No",0.09,3818,763,"0"
53,237816,0.06,0.03,"Yes","Master or equivalent","Male","Yes","Married",18,2,3,46,"Non-technology Related Job",484,430,192,"No","No",0.65,58,58,"0"
41,242980,0,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",38,0,0,31,"Others",111,61,121,"No","No",0.36,5619,702,"0"
24,107630,0.04,0,"Yes","High School or below","Female","Yes","Married",54,1,5,26,"Non-technology Related Job",61,106,160,"No","Yes",0.7,1190,238,"0"
65,241437,0.06,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",111,1,1,99,"Others",2,349,191,"No","No",0.01,2888,412,"0"
72,232563,0.07,0,"Yes","High School or below","Male","Yes","Married",12,1,4,71,"Others",287,475,113,"No","No",0.85,3646,607,"0"
58,148540,0.06,0,"Yes","High School or below","Female","Yes","Married",34,0,0,29,"Technology Related Job",359,313,221,"No","No",0.11,3201,800,"0"
22,3630,0.03,0,"Yes","Master or equivalent","Female","Yes","Married",36,1,1,21,"Others",46,342,172,"No","No",0.81,3191,797,"1"
70,172225,0,0,"Yes","Master or equivalent","Female","Yes","Single",85,1,6,81,"Others",115,214,54,"No","No",0.9,1572,524,"0"
56,43236,0.01,0.02,"Yes","High School or below","Female","No","Married",41,2,3,11,"Non-technology Related Job",133,364,163,"No","No",0.98,247,247,"0"
28,6612,0.04,0.02,"Yes","High School or below","Male","No","Single",54,3,6,54,"Technology Related Job",371,222,96,"No","No",0.01,1018,509,"1"
26,21489,0.04,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",29,2,1,29,"Technology Related Job",33,132,74,"No","No",0.51,5294,756,"1"
44,244405,0,0,"Yes","High School or below","Female","Yes","Single",38,3,3,46,"Non-technology Related Job",416,176,155,"No","No",0.25,2553,851,"1"
60,232329,0.05,0.03,"Yes","High School or below","Female","No","Single",40,3,6,40,"Non-technology Related Job",177,281,70,"No","No",0.91,2908,415,"1"
34,105319,0.05,0.01,"Yes","High School or below","Male","No","Married",67,1,4,50,"Others",0,426,130,"No","No",0.66,3420,488,"1"
21,25444,0.07,0.03,"Yes","High School or below","Male","Yes","Single",105,2,1,33,"Others",225,179,64,"No","No",0.05,5762,720,"1"
34,84679,0.04,0.03,"Yes","Master or equivalent","Female","No","Single",76,2,6,50,"Others",314,122,200,"No","No",0.23,5045,840,"0"
66,28325,0.06,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",80,3,6,68,"Others",29,404,209,"No","No",0.11,5777,962,"1"
26,121,0.07,0.02,"Yes","High School or below","Male","Yes","Single",96,3,1,18,"Technology Related Job",85,466,170,"No","Yes",0.84,1593,398,"0"
28,197035,0.03,0.02,"Yes","High School or below","Female","Yes","Single",22,0,2,65,"Non-technology Related Job",444,152,157,"No","No",0.77,6546,727,"0"
66,28325,0.06,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",80,3,6,68,"Others",29,404,209,"No","No",0.11,157,157,"1"
18,91358,0.04,0.01,"Yes","High School or below","Male","Yes","Married",81,2,1,41,"Technology Related Job",314,192,63,"No","No",0.91,201,201,"0"
14,245755,0.02,0.03,"Yes","High School or below","Female","No","Married",24,0,0,57,"Non-technology Related Job",63,20,249,"No","No",0.01,1424,712,"0"
45,218086,0.05,0.02,"Yes","High School or below","Male","Yes","Single",9,3,0,21,"Non-technology Related Job",461,354,18,"No","No",0.49,2231,743,"0"
43,38278,0.05,0.02,"Yes","PhD or equivalent","Female","Yes","Single",19,0,7,54,"Technology Related Job",421,433,200,"No","No",0.91,2243,747,"0"
49,194512,0.07,0,"Yes","High School or below","Male","Yes","Single",111,0,7,19,"Technology Related Job",262,496,181,"No","No",0.1,6150,878,"0"
41,102344,0.04,0.03,"Yes","PhD or equivalent","Male","Yes","Married",95,3,0,61,"Others",381,323,186,"No","No",0.44,5354,764,"1"
37,184173,0.07,0,"Yes","Bachelor or equivalent","Male","Yes","Single",13,3,7,42,"Others",54,403,194,"No","No",0.61,2507,626,"1"
37,155640,0.03,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",60,3,5,6,"Technology Related Job",184,391,63,"No","No",0.24,2070,690,"0"
73,24458,0.06,0,"Yes","Bachelor or equivalent","Male","Yes","Single",75,0,4,76,"Others",447,459,38,"No","No",0.75,4394,878,"0"
33,116153,0.07,0,"Yes","Bachelor or equivalent","Male","Yes","Single",14,0,2,9,"Others",360,188,49,"No","No",0.45,5502,687,"1"
77,20057,0.04,0.02,"Yes","High School or below","Female","Yes","Single",103,2,4,70,"Non-technology Related Job",23,241,60,"No","No",0.65,3728,621,"0"
29,97549,0.01,0.03,"Yes","High School or below","Female","Yes","Single",44,2,7,94,"Others",369,370,224,"No","No",0.27,3930,982,"1"
39,62873,0.01,0.02,"Yes","Bachelor or equivalent","Female","Yes","Single",86,3,4,58,"Technology Related Job",299,284,119,"No","No",0.88,7262,806,"1"
68,87544,0.04,0.01,"Yes","High School or below","Male","No","Single",47,1,1,68,"Others",334,405,228,"No","No",0.96,7391,923,"0"
67,248227,0.01,0.02,"Yes","High School or below","Male","Yes","Single",31,3,2,41,"Technology Related Job",61,462,51,"No","No",0.08,4541,756,"1"
