zu_zahlender_zins,darlehenssumme,rueckzahldauer,einkommen_monat,haus,oeffentliche_mahnverfahren_10_Jahre,kreditanfrage_6_monate,offene_forderungen,anzahl_kredite,ratio_schulden_zu_einkommen,monatliches_payment,investoren,investment_freunde,ausfall
0.1246,3500,12,4166.666667,True,0,6,0,6,0.22,311.72,49,0.0,0
0.156,3500,36,1666.666667,False,0,0,0,6,0.23,122.36,50,0.0,1
0.1639,4000,36,5416.666667,False,1,0,0,7,0.19,141.4,27,0.0,0
0.2324,4000,36,5833.333333,False,1,2,0,10,0.23,155.34,10,0.0,1
0.22,2500,36,7333.333333,True,1,2,2,10,0.29,95.48,24,0.0,0
0.2444,5000,36,3172.333333,False,1,21,0,12,0.34,197.32,101,0.0,1
0.11,2500,36,2250.0,False,0,1,0,4,0.07,81.85,85,0.0,1
0.14,6500,36,1187.5,False,0,0,0,6,0.96,222.15,108,0.0,0
0.2019,15000,36,6250.0,True,0,1,0,8,0.28,558.91,232,0.0,0
0.2193,2200,36,4000.0,True,0,0,1,11,0.39,83.94,34,0.0,0
0.1599,10000,36,4166.666667,False,0,1,0,13,0.5,351.52,143,0.0,0
0.29,4000,36,2833.333333,False,0,7,2,7,0.18,167.62,49,0.0,1
0.2575,6800,36,2333.333333,True,0,0,0,2,0.14,273.07,144,0.0,1
0.35,1500,36,2000.0,False,1,14,6,7,0.25,67.85,3,0.0,0
0.1155,2500,36,4079.0,False,0,1,0,10,0.31,82.5,49,0.0,0
0.2574,6000,36,8750.0,False,0,1,0,8,0.19,240.91,28,0.0,0
0.3099,5000,36,5519.416667,False,0,2,0,15,0.37,214.98,37,0.0,0
0.155,6000,36,2916.666667,False,1,2,2,3,0.25,209.46,197,0.0,1
0.3199,4500,36,2916.666667,False,0,3,0,4,0.22,195.97,2,0.0,0
0.35,2800,36,2035.0,False,0,7,0,5,0.38,126.66,30,0.0,1
0.2275,3000,36,141.416667,False,1,3,0,7,1.59,28.35,37,0.0,0
0.17,25000,36,6250.0,True,0,2,0,4,0.21,832.32,278,0.0,0
0.1296,19500,60,8333.333333,True,1,0,0,10,0.16,443.29,293,0.0,0
0.087,10000,36,6666.666667,True,0,1,0,13,0.2,316.6,209,0.0,0
0.149,9499,60,7750.0,True,0,0,0,3,0.05,225.47,182,0.0,0
0.27,2500,36,4175.0,False,1,13,0,3,0.07,102.06,30,0.0,1
0.1925,5000,36,1250.0,False,1,1,1,1,0.15,183.91,56,0.0,1
0.264,5000,36,1833.333333,False,0,2,0,5,0.17,202.52,201,0.0,0
0.1505,9000,36,8000.0,True,0,1,0,6,0.1,312.21,365,25.0,0
0.2304,10000,60,2750.0,True,1,1,0,10,0.54,282.13,125,0.0,0
0.274,5000,36,4725.0,True,0,0,0,5,0.15,205.2,215,0.0,0
0.2199,8000,36,5000.0,True,0,2,0,6,0.13,305.48,63,0.0,1
0.1035,3000,36,3333.333333,True,0,4,0,7,0.24,97.3,155,0.0,0
0.139,15000,36,8750.0,True,0,3,0,12,0.3,511.94,302,0.0,0
0.35,2000,36,4716.333333,True,0,3,0,10,0.36,90.47,42,0.0,0
0.31,3000,36,4166.666667,True,1,5,0,5,0.2,129.0,23,0.0,0
0.2006,1500,36,4166.666667,True,0,0,0,21,0.43,55.79,28,0.0,0
0.135,10000,36,4166.666667,True,0,4,0,9,0.36,336.76,332,0.0,0
0.18,3500,36,3452.0,True,0,1,0,9,0.36,126.53,18,0.0,1
0.2699,12500,60,7083.333333,True,1,3,0,6,0.26,381.62,140,0.0,1
0.27,2550,36,157.5,False,0,3,1,1,0.66,104.1,51,0.0,1
0.1365,2000,36,4583.333333,True,0,1,0,5,0.04,68.02,77,0.0,0
0.3032,3500,60,2500.0,True,1,2,7,7,0.17,113.93,63,0.0,1
0.2599,3000,36,2666.666667,False,0,2,0,6,0.24,120.86,43,0.0,0
0.2948,2700,36,2041.666667,False,0,3,0,4,0.29,113.85,55,0.0,1
0.1515,1500,36,10416.666667,False,1,1,0,2,0.09,11.35,44,0.0,0
0.1199,6500,36,4625.0,True,0,0,1,8,0.15,215.86,14,0.0,0
0.1472,3500,36,3833.333333,True,1,1,0,4,0.07,118.96,49,0.0,0
0.2566,2000,36,4500.0,False,1,1,0,5,0.11,80.22,29,0.0,0
0.2121,2000,36,7083.333333,False,0,0,1,10,0.25,75.57,10,0.0,0
0.12,5100,36,2088.0,True,0,0,0,20,0.46,169.39,106,0.0,0
0.111,7500,36,3416.666667,False,0,0,0,6,0.32,245.9,362,0.0,0
0.2099,15000,36,11333.333333,False,1,2,0,8,0.18,565.05,1,0.0,0
0.105,15000,36,8500.0,False,1,0,0,10,0.17,487.54,1,0.0,0
0.071,3700,36,7083.333333,True,0,0,0,12,0.06,114.41,153,0.0,0
0.155,6500,36,3583.333333,False,0,1,0,15,0.48,226.92,129,0.0,1
0.2712,4000,36,2666.666667,False,1,0,0,8,0.57,163.56,42,0.0,0
0.1768,13000,36,8416.666667,True,1,1,0,8,0.16,467.9,11,0.0,0
0.35,5000,36,7223.0,True,0,1,1,16,0.26,226.18,74,0.0,1
0.3199,4000,36,2750.0,False,0,3,0,2,0.23,174.2,28,0.0,1
0.199,5000,36,5083.333333,False,0,0,0,13,0.2,185.56,177,0.0,0
0.1279,6000,12,6416.666667,False,0,0,0,5,0.15,535.31,109,0.0,0
0.1734,10000,36,5666.666667,True,1,0,0,8,0.27,358.22,157,0.0,1
0.1795,2000,36,1833.333333,False,0,3,0,1,0.05,72.25,89,0.0,0
0.071,1500,36,4166.666667,True,0,0,0,5,0.1,46.38,73,0.0,1
0.3177,4000,36,5416.666667,True,0,1,1,10,0.27,173.71,76,0.0,0
0.23,2500,36,4500.0,True,0,2,1,3,0.09,96.77,22,0.0,0
0.24,4000,36,6500.0,False,1,1,0,10,0.26,156.93,40,0.0,0
0.0817,10000,12,8333.333333,False,0,0,0,4,0.11,870.67,21,0.0,0
0.0695,3000,36,3750.0,False,0,1,0,2,0.04,92.56,108,0.0,0
0.2209,15000,60,5000.0,False,0,0,0,5,0.31,415.05,25,0.0,0
0.3199,7500,36,5166.666667,True,1,3,0,4,0.18,326.62,8,0.0,0
0.35,4000,36,6666.666667,False,0,2,0,5,0.17,180.94,37,0.0,1
0.2599,7500,36,2666.666667,False,0,0,0,13,0.46,302.14,154,0.0,0
0.285,3000,36,6250.0,True,0,2,0,13,0.14,120.12,51,0.0,0
0.0649,20000,36,5833.333333,True,0,1,0,13,0.15,612.89,422,0.0,0
0.225,10000,36,7916.666667,True,0,10,0,7,0.17,384.5,76,0.0,0
0.2049,10000,36,7083.333333,False,0,2,0,9,0.28,374.14,1,0.0,1
0.1485,1000,36,4347.916667,True,0,1,3,6,0.22,34.59,50,0.0,0
0.11,4500,36,8750.0,True,0,4,0,11,0.1,147.32,198,0.0,0
0.2,4000,36,10000.0,True,1,0,0,11,0.14,148.65,60,0.0,0
0.1771,5000,36,5000.0,True,0,0,0,9,0.16,177.31,63,0.0,0
0.2699,3000,36,2953.333333,False,0,1,1,5,0.26,122.46,77,0.0,1
0.3099,3000,36,3833.333333,False,0,3,5,3,0.25,128.99,53,0.0,1
0.1949,4500,36,8775.0,True,1,0,0,9,0.16,166.07,10,0.0,0
0.149,15000,36,8333.333333,False,2,0,0,9,0.12,519.25,429,0.0,0
0.2209,8000,60,4666.666667,True,0,2,0,10,0.13,221.36,110,0.0,0
0.092,7000,36,6250.0,False,0,0,0,13,0.61,223.25,200,0.0,0
0.275,3000,36,9012.5,False,0,4,0,8,0.06,123.28,78,0.0,0
0.1449,7000,36,7666.666667,False,0,0,0,7,0.12,240.91,145,0.0,0
0.1949,1550,36,8666.666667,False,0,0,1,12,0.27,57.2,59,0.0,0
0.22,5000,36,4333.333333,False,0,4,2,2,0.11,190.95,96,0.0,1
0.109,4000,36,5000.0,True,0,0,0,7,0.07,130.77,117,0.0,0
0.22,2000,36,3750.0,True,1,0,7,5,0.03,76.38,30,0.0,0
0.1435,8500,36,5500.0,False,0,1,0,9,0.37,291.96,174,0.0,1
0.1852,15000,60,7083.333333,True,0,0,0,10,0.35,385.16,157,0.0,1
0.1227,8000,36,2250.0,False,0,2,0,5,0.34,266.75,222,0.0,0
0.0829,6000,36,2944.0,False,0,0,0,7,0.3,188.82,70,0.0,0
0.2511,2000,36,10833.333333,True,0,3,0,8,0.11,79.64,7,0.0,0
0.0974,8000,36,3500.0,False,0,0,0,5,0.17,257.16,126,0.0,0
0.3125,3500,36,2000.0,False,0,3,0,12,0.29,150.99,54,0.0,1
0.1,3000,36,1500.0,False,0,1,0,5,0.1,96.8,64,0.0,1
0.322,3000,36,4166.666667,True,0,2,0,8,0.13,131.0,69,0.0,0
0.2199,6000,36,11666.666667,True,0,1,2,8,0.11,229.11,131,0.0,0
0.0769,7500,12,14583.333333,True,0,2,0,10,0.15,651.34,117,0.0,0
0.129,25000,36,10000.0,False,1,0,0,5,0.14,841.15,524,0.0,0
0.28,2500,36,4416.666667,True,0,3,0,4,0.23,103.41,46,0.0,1
0.1745,8000,36,1358.5,False,0,1,0,2,0.48,287.02,278,0.0,0
0.1899,10000,60,4583.333333,True,0,0,1,10,0.34,259.35,224,0.0,0
0.082,4700,36,5000.0,True,0,1,0,11,0.22,147.71,76,0.0,0
0.179,1000,36,1416.666667,False,0,0,0,1,0.08,36.1,33,0.0,1
0.0499,3500,12,7250.0,False,0,0,0,8,0.09,299.61,52,0.0,0
0.099,6000,36,5554.333333,True,0,2,0,12,0.24,193.32,112,0.0,1
0.13,8500,36,2950.0,True,0,1,0,15,2.08,286.4,272,0.0,0
0.3125,4000,36,4166.666667,False,0,1,5,9,0.13,172.56,69,0.0,1
0.0894,12000,36,28333.333333,True,0,0,0,14,0.16,381.26,453,0.0,0
0.1449,5100,36,7250.0,True,1,0,0,3,0.06,175.52,53,0.0,0
0.199,1500,36,1000.0,False,0,0,0,16,0.54,55.67,65,0.0,1
0.35,1699,36,2000.0,False,1,7,4,10,0.63,76.86,29,0.0,1
0.1799,4000,36,11833.333333,False,0,0,0,8,0.1,144.59,92,0.0,0
0.0835,3000,36,2621.75,True,0,1,0,9,0.19,94.49,130,0.0,0
0.274,5000,36,5416.666667,False,0,0,0,7,0.17,202.94,203,0.0,0
0.25,5000,36,5700.0,True,0,3,0,12,0.31,198.8,1,0.0,0
0.0964,4000,36,3750.0,True,0,0,0,11,0.21,128.39,52,0.0,0
0.085,9950,36,8519.166667,True,0,0,0,16,0.2,314.1,309,0.0,0
0.167,6000,36,8654.166667,True,0,3,4,7,0.16,213.02,156,0.0,0
0.1485,2500,36,4083.333333,False,0,1,0,8,0.27,86.48,78,0.0,0
0.2399,5000,12,6250.0,False,1,2,0,3,0.1,472.77,74,0.0,0
0.1249,16250,36,6583.333333,True,0,1,0,12,0.3,543.54,170,0.0,0
0.1469,15000,36,8500.0,True,0,1,0,6,0.14,517.71,256,0.0,1
0.29,3000,36,145.833333,True,0,8,1,13,8.06,125.72,34,0.0,1
0.2635,5000,36,4104.166667,True,0,1,0,12,0.36,202.39,173,0.0,0
0.25,15000,36,4558.333333,True,0,8,0,9,0.27,596.4,105,0.0,0
0.105,9500,36,3813.333333,True,0,0,0,7,0.28,308.77,394,0.0,0
0.25,4000,36,3750.0,False,0,1,0,6,0.3,159.04,45,200.0,0
0.0973,2500,36,282.5,True,0,4,0,12,1.94,80.35,99,0.0,0
0.3018,1000,36,4333.333333,False,2,9,7,6,0.21,42.55,23,0.0,0
0.25,3001,36,2750.0,False,5,5,20,2,0.31,119.32,55,0.0,1
0.261,5000,60,3416.666667,False,0,0,1,8,0.37,150.0,47,0.0,1
0.1926,10000,36,5833.333333,True,0,12,2,10,0.3,367.88,98,0.0,1
0.1105,1200,36,665.666667,False,0,0,0,4,0.35,39.31,19,0.0,0
0.3177,4000,36,3133.333333,True,1,2,0,3,0.08,173.71,44,0.0,0
0.2888,17500,36,10679.75,True,0,2,0,6,0.17,732.21,243,0.0,0
0.2574,10000,36,12083.333333,False,1,5,7,4,0.14,401.52,131,0.0,0
0.2895,1000,36,1833.333333,False,2,0,5,2,0.19,41.88,25,0.0,1
0.2121,2000,36,8541.666667,True,0,0,0,11,0.36,75.57,31,0.0,0
0.064,1000,36,3400.0,True,0,1,0,3,0.01,30.6,76,0.0,0
0.09,9500,36,12083.333333,True,0,6,0,11,0.03,302.1,301,0.0,0
0.12,7500,36,10000.0,True,7,11,0,5,0.07,249.11,319,500.0,1
0.21,2500,36,16666.666667,True,0,2,0,11,0.16,80.18,97,0.0,0
0.0644,1500,36,2916.666667,True,0,0,0,8,0.1,45.93,83,0.0,0
0.3435,3000,36,1666.666667,False,0,0,2,10,0.87,134.61,80,0.0,1
0.31,4000,36,5000.0,False,0,1,0,5,0.2,172.0,6,0.0,0
0.125,4000,36,4483.416667,True,1,3,0,8,0.24,133.81,76,0.0,0
0.345,1000,36,5000.0,True,0,4,4,7,0.11,44.95,5,0.0,1
0.2399,2600,36,7500.0,True,0,2,1,9,0.14,101.99,29,0.0,0
0.3125,4000,36,9166.666667,True,1,7,1,8,0.21,172.56,23,0.0,1
0.29,1000,36,1250.0,False,0,5,0,7,0.31,41.91,15,0.0,1
0.1965,9000,36,4318.25,False,1,2,1,14,0.44,332.87,92,200.0,0
0.1519,18000,60,8333.333333,True,0,0,0,9,0.23,430.02,1,0.0,0
0.3415,1500,36,6833.333333,True,0,0,0,14,0.15,67.13,45,0.0,0
0.113,5700,36,2333.333333,True,2,2,0,10,0.36,184.57,214,0.0,0
0.1774,4500,36,4916.666667,True,1,0,0,10,0.29,162.1,81,0.0,1
0.1428,4200,36,2750.0,False,0,5,1,9,0.3,144.12,16,0.0,0
0.1788,3001,36,15333.333333,True,0,0,1,21,0.16,108.31,120,0.0,0
0.35,4500,36,2233.333333,False,0,7,1,9,0.36,203.56,32,0.0,0
0.35,1500,36,2916.666667,True,0,3,0,11,0.27,27.91,18,0.0,0
0.2287,2000,36,2333.333333,False,0,0,0,7,0.29,77.28,37,0.0,1
0.34,4500,36,5666.666667,False,2,0,0,4,0.12,201.02,111,0.0,1
0.3177,4000,36,625.0,False,0,0,0,1,0.32,173.71,47,0.0,0
0.2999,2000,36,2916.666667,True,1,7,0,13,0.23,84.89,10,0.0,0
0.0565,2000,12,8333.333333,True,0,0,0,5,0.03,171.81,42,0.0,0
0.1023,5000,36,9000.0,True,0,3,0,15,0.2,161.88,170,0.0,0
0.2859,10000,36,10000.0,False,0,7,0,12,0.26,414.23,91,0.0,0
0.0649,4500,36,6250.0,True,0,0,0,8,0.04,137.9,143,0.0,0
0.329,1000,36,4750.0,False,1,2,6,7,0.16,42.65,30,0.0,0
0.1059,1000,36,0.083333,True,1,4,0,11,10.01,32.54,43,0.0,0
0.2269,2000,36,3000.0,True,1,2,1,7,0.11,77.1,44,0.0,1
0.15,25000,36,4780.166667,True,0,5,0,6,0.38,866.63,341,55.64,0
0.2272,4500,36,6166.666667,False,0,1,0,5,0.34,173.54,48,0.0,0
0.104,5000,36,5000.0,False,0,1,0,19,0.2,162.28,153,0.0,0
0.295,7500,36,6416.666667,True,1,2,9,6,0.15,316.34,161,0.0,1
0.2007,1400,36,5000.0,False,0,4,0,8,0.19,52.08,35,0.0,0
0.08,5000,36,10000.0,True,0,0,0,9,0.17,156.68,178,0.0,0
0.08,2500,36,6666.666667,True,0,7,0,13,0.13,78.34,144,0.0,1
0.2624,10000,36,4000.0,True,0,5,0,6,0.18,404.19,1,0.0,0
0.35,3500,36,7500.0,True,1,2,0,9,0.13,158.33,18,0.0,0
0.2317,2000,36,5200.0,False,0,0,0,10,0.25,77.6,45,0.0,0
0.0655,7000,36,6666.666667,False,0,0,0,10,0.11,214.7,130,0.0,1
0.3258,4000,60,13750.0,True,0,0,0,10,0.21,135.82,56,0.0,0
0.067,5000,36,3333.333333,True,0,1,0,9,0.18,153.7,176,0.0,0
0.2295,1000,36,6250.0,True,2,2,0,12,0.2,14.93,55,0.0,0
0.1515,6100,36,2500.0,False,0,2,0,5,0.24,0.0,189,0.0,0
0.1154,2000,36,1166.666667,False,0,0,1,2,0.16,65.99,45,0.0,0
0.1845,7000,60,8583.333333,True,0,4,0,7,0.13,179.47,17,0.0,1
0.1295,7500,36,2800.0,False,0,0,0,3,0.17,252.52,261,0.0,1
0.1753,10000,36,5166.666667,True,0,2,0,10,0.52,359.17,3,0.0,0
0.1845,7500,36,2589.583333,False,1,1,0,3,0.23,272.84,73,0.0,1
0.128,12000,36,5666.666667,True,1,2,0,5,0.1,403.17,372,0.0,0
0.1622,3000,36,4333.333333,False,1,4,0,7,0.1,105.8,17,0.0,1
0.1464,9000,36,6916.666667,False,0,5,0,4,0.2,310.4,259,0.0,0
0.2859,14000,36,2500.0,True,4,8,2,4,0.48,583.56,170,0.0,1
0.335,6000,36,5000.0,False,5,1,0,2,0.12,266.35,79,0.0,0
0.1299,15000,36,8000.0,True,0,2,0,9,0.26,505.34,197,0.0,0
0.1195,6800,36,220.0,True,0,3,0,6,1.98,225.69,184,0.0,0
0.23,5000,36,1430.0,False,1,4,2,3,0.22,193.55,61,0.0,1
0.072,10000,36,6291.666667,True,0,1,0,10,0.28,309.69,404,0.0,0
0.1495,1500,36,5416.666667,True,0,0,1,13,0.08,51.96,65,0.0,0
0.149,10000,36,6250.0,True,0,1,0,13,0.2,346.16,322,0.0,0
0.066,1000,36,8500.0,False,0,0,0,4,0.01,30.69,51,0.0,0
0.3099,4000,36,3583.333333,True,0,1,2,12,0.36,171.98,4,0.0,1
0.099,8000,36,5850.0,False,0,4,0,12,0.27,257.76,278,0.0,1
0.29,1500,36,2000.0,False,1,15,3,10,0.29,62.86,11,0.0,1
0.1499,2500,36,3083.333333,False,0,2,0,7,0.32,86.65,176,0.0,0
0.075,5050,36,3000.0,False,0,0,0,13,0.33,155.9,108,0.0,0
0.2085,7000,60,2666.666667,True,0,0,0,12,0.53,188.78,1,0.0,0
0.143,4000,36,1500.0,False,0,1,0,5,0.33,100.14,103,50.0,0
0.2623,3400,36,3333.333333,True,0,1,0,7,0.38,137.41,182,0.0,1
0.2998,2000,36,4533.333333,True,0,0,0,17,0.24,84.88,112,0.0,1
0.1045,3000,36,2416.666667,False,0,0,2,2,0.09,97.44,44,0.0,1
0.229,7500,36,7166.666667,True,0,1,0,7,0.16,289.93,255,0.0,0
0.08,5000,36,3333.333333,False,0,0,0,1,0.06,156.68,104,0.0,0
0.155,6001,36,4000.0,False,0,1,0,7,0.29,205.46,126,0.0,0
0.2064,3000,12,15000.0,True,0,1,0,12,0.14,278.82,2,0.0,0
0.0899,7000,36,5583.333333,True,0,0,0,9,0.15,222.57,119,0.0,0
0.2769,7000,36,2627.333333,False,1,1,2,7,0.32,288.37,54,0.0,0
0.0628,2000,12,6500.0,True,0,3,1,10,0.05,172.39,14,0.0,0
0.11,3000,36,5416.666667,True,0,2,2,18,0.19,98.22,114,0.0,0
0.24,6500,36,6250.0,True,1,5,0,9,0.28,255.01,61,0.0,0
0.26,7500,36,2041.666667,True,0,1,2,7,0.32,295.57,137,0.0,0
0.2775,7500,36,8333.333333,True,6,1,5,3,0.09,309.21,133,0.0,1
0.108,5000,36,9946.0,True,0,1,0,28,0.19,163.22,88,0.0,0
0.322,2000,36,2500.0,False,0,0,0,8,0.49,87.33,44,0.0,0
0.14,15000,36,2916.666667,True,0,1,0,7,0.3,512.66,281,0.0,0
0.1628,25000,60,6374.833333,True,0,1,1,9,0.2,611.68,518,0.0,1
0.3399,2500,36,3541.583333,False,0,1,2,11,0.18,111.67,4,0.0,1
0.1499,8500,36,14583.333333,True,0,7,0,15,0.14,294.61,189,0.0,1
0.2672,15000,60,6583.333333,False,2,1,0,4,0.12,455.52,1,0.0,0
0.23,1000,36,3333.333333,False,0,4,6,9,0.18,38.71,8,0.0,1
0.061,5000,36,9666.666667,True,0,0,0,14,0.12,152.34,117,0.0,0
0.32,3000,36,6250.0,True,0,3,0,12,0.11,130.66,49,0.0,0
0.14,2500,36,3583.333333,False,1,1,0,5,0.18,85.44,39,0.0,0
0.1396,15000,60,7083.333333,True,0,0,0,6,0.08,348.71,158,0.0,0
0.071,3000,36,3333.333333,False,0,0,0,3,0.07,92.77,143,0.0,0
0.2085,9500,60,3000.0,True,0,0,0,8,0.18,256.21,177,0.0,1
0.199,3200,36,19916.666667,True,0,2,0,11,0.16,118.76,133,0.0,0
0.1639,2000,36,2500.0,False,0,0,0,2,0.1,70.7,1,0.0,0
0.22,7000,36,5383.333333,False,1,3,4,6,0.12,267.33,160,0.0,1
0.2699,2000,36,3750.0,False,0,0,0,4,0.15,81.64,43,0.0,0
0.1384,15000,36,3833.333333,False,0,0,0,6,0.32,511.5,201,0.0,1
0.16,5000,36,8750.0,True,0,4,0,15,0.15,175.79,230,0.0,0
0.1863,15000,12,7083.333333,True,0,4,0,14,0.29,1379.7,24,0.0,0
0.12,6800,36,2666.666667,False,0,0,0,2,0.14,225.86,321,0.0,0
0.1029,8000,36,4166.666667,False,0,0,0,3,0.13,259.23,143,0.0,0
0.1669,17500,36,9533.333333,False,0,2,4,4,0.22,621.23,257,0.0,1
0.0943,9500,36,3000.0,True,0,1,0,8,0.27,304.0,422,0.0,0
0.17,9000,36,5083.333333,False,0,1,0,5,0.18,320.87,73,0.0,0
0.2899,2000,36,4299.5,True,4,0,3,8,0.14,0.0,34,0.0,0
0.231,10000,60,2750.0,False,1,0,0,6,0.3,282.48,107,0.0,0
0.3177,4000,36,6833.333333,True,0,2,0,8,0.37,173.71,13,0.0,0
0.22,5000,36,5988.916667,True,0,4,5,2,0.07,190.95,53,0.0,1
0.1575,25000,36,2500.0,False,1,0,1,4,0.43,875.84,396,0.0,1
0.1749,2000,12,4666.666667,True,0,0,0,14,0.32,182.87,29,0.0,0
0.35,2000,36,2131.0,False,2,1,1,0,0.04,90.47,24,0.0,0
0.1773,5000,36,6583.333333,True,0,15,0,14,0.29,180.09,154,0.0,1
0.27,5000,36,5416.666667,False,0,0,3,3,0.22,186.54,66,0.0,0
0.3127,2960,36,2000.0,True,0,2,1,3,0.24,127.72,43,0.0,1
0.2705,8000,60,2666.666667,False,1,0,0,1,0.18,244.52,93,0.0,0
0.3199,4000,36,6286.666667,True,0,2,0,10,0.23,174.2,75,0.0,0
0.0964,6269,36,2916.666667,False,0,1,0,6,0.15,201.23,115,0.0,0
0.3108,7500,36,1333.333333,True,0,0,0,9,0.99,322.84,13,0.0,1
0.139,2500,36,2416.666667,True,1,1,0,10,0.13,85.32,49,0.0,1
0.2085,15000,60,3033.333333,False,0,0,0,12,0.21,404.54,2,0.0,0
0.1764,2000,36,5000.0,False,0,1,0,6,0.13,71.94,28,0.0,1
0.0817,8000,12,13083.333333,True,0,0,1,12,0.1,696.54,141,0.0,0
0.2049,8500,36,4858.333333,False,0,1,1,5,0.08,318.02,189,0.0,0
0.1774,3000,36,4166.666667,False,0,2,0,6,0.05,108.07,54,0.0,1
0.1427,10000,60,10833.333333,False,0,5,1,5,0.06,234.08,133,0.0,0
0.133,7500,36,7583.333333,True,0,1,0,7,0.14,253.79,146,0.0,0
0.13,8000,36,8583.333333,True,0,0,0,12,0.37,269.55,220,0.0,1
0.2736,2000,60,5833.333333,False,1,1,0,9,0.15,61.5,20,0.0,0
0.3199,2500,36,3500.0,True,0,2,0,10,0.21,108.87,32,0.0,1
0.2199,2000,12,2607.916667,True,0,0,1,2,0.15,187.18,14,0.0,0
0.0975,2500,36,5333.333333,True,1,7,0,15,0.04,80.37,52,0.0,0
0.2,25000,36,24583.333333,True,0,6,2,17,0.3,929.09,161,0.0,1
0.27,1000,36,5666.666667,True,0,4,0,22,0.46,40.83,28,0.0,0
0.134,15000,36,3978.25,False,0,0,0,13,0.3,508.3,401,0.0,0
0.1355,9000,36,4525.0,True,1,2,0,7,0.17,305.64,295,0.0,0
0.29,3001,36,5333.333333,False,0,5,0,0,0.02,125.76,46,0.0,1
0.27,4900,36,4441.666667,True,0,7,1,14,0.15,200.04,85,0.0,1
0.3199,5500,36,8410.833333,True,0,1,0,10,0.19,239.52,58,1000.0,0
0.1625,15000,36,4018.916667,False,0,0,0,5,0.34,529.21,398,0.0,1
0.1344,3200,36,2239.166667,False,0,1,0,9,0.46,108.5,95,677.81,0
0.197,1000,36,2500.0,True,1,0,0,2,0.16,37.01,18,0.0,0
0.1799,11500,36,10502.0,False,1,0,0,6,0.08,415.69,156,0.0,0
0.255,1600,36,5000.0,True,0,2,0,30,0.62,64.04,87,0.0,0
0.0875,2000,36,2666.666667,False,0,0,0,4,0.21,63.37,33,0.0,0
0.092,6000,36,3720.0,True,0,2,0,16,0.32,190.05,170,0.0,0
0.35,3500,36,3416.666667,True,1,4,5,11,0.33,158.33,28,0.0,1
0.2049,4000,36,3000.0,False,1,2,0,3,0.08,149.65,53,0.0,0
0.3099,13000,36,4750.0,False,1,1,1,2,0.19,558.94,218,0.0,1
0.105,14500,36,9350.0,False,0,0,0,11,0.16,471.29,343,0.0,0
0.2468,10000,60,2833.333333,False,0,6,0,5,0.16,291.64,165,0.0,1
0.275,1500,36,5000.0,False,0,1,0,10,0.2,61.64,44,0.0,1
0.15,24000,36,6039.583333,True,0,2,0,13,0.23,818.73,425,0.0,0
0.1485,7000,36,6000.0,True,0,1,0,6,0.21,242.14,178,0.0,0
0.19,2000,36,7583.333333,True,1,0,1,2,0.02,51.6,70,0.0,0
0.18,2500,36,2416.666667,False,9,1,4,1,0.04,90.38,72,0.0,1
0.1515,6680,36,1600.0,False,1,2,0,2,0.16,227.86,121,0.0,0
0.142,5000,36,3000.0,True,0,0,0,11,0.36,171.37,97,0.0,0
0.183,2500,36,2666.666667,False,0,5,0,2,0.04,90.76,89,0.0,1
0.35,3000,36,8750.0,True,0,19,0,29,0.41,135.71,12,0.0,1
0.18,7000,36,5166.666667,True,0,0,0,18,0.48,253.07,107,0.0,1
0.1695,1600,36,2097.0,False,0,11,0,15,0.21,57.0,14,0.0,0
0.2148,2500,36,2583.333333,False,0,0,0,3,0.17,94.8,20,0.0,0
0.13,2167,36,1100.0,False,0,0,1,5,0.31,73.01,57,0.0,0
0.1945,1000,36,4166.666667,False,0,2,0,5,0.17,36.88,72,0.0,0
0.2813,3000,36,3250.0,False,1,3,0,8,0.28,124.3,34,0.0,1
0.1734,7500,36,3583.333333,False,0,3,0,7,0.32,268.67,61,0.0,0
0.2958,4000,36,10000.0,False,0,0,0,12,0.11,168.89,62,0.0,1
0.3099,7500,36,4333.333333,True,1,1,1,4,0.23,322.47,55,0.0,0
0.1099,7500,36,3975.0,False,0,0,0,5,0.16,245.5,81,30.43,0
0.2099,15000,36,3250.0,False,0,1,0,6,0.23,565.05,8,0.0,0
0.1248,6500,36,3750.0,False,0,0,0,2,0.06,217.39,254,350.75,0
0.1902,14000,36,2000.0,False,0,4,0,4,0.37,513.33,215,0.0,1
0.3122,6500,36,9000.0,True,0,2,0,14,0.24,280.3,50,0.0,1
0.1949,2500,36,2416.666667,True,1,1,0,3,0.07,92.26,37,0.0,1
0.336,3500,36,3000.0,True,0,1,0,8,0.11,155.57,78,0.0,1
0.3177,4000,36,6250.0,True,0,6,0,7,0.16,173.71,42,0.0,1
0.201,11000,36,1677.583333,True,0,1,2,3,0.3,387.23,288,0.0,0
0.1874,5000,36,2916.666667,True,1,0,0,5,0.49,182.62,29,0.0,0
0.149,15000,36,11666.666667,True,0,4,0,7,0.14,519.25,149,0.0,0
0.2625,4500,36,5416.666667,True,0,2,0,11,0.37,181.91,134,0.0,0
0.35,2500,36,6750.0,True,1,4,0,14,0.2,113.09,35,0.0,0
0.1672,2000,12,3333.333333,False,0,3,0,4,0.2,0.0,34,0.0,0
0.18,4500,36,8000.0,True,2,6,0,12,0.26,158.73,51,0.0,0
0.0735,8500,12,5416.666667,False,0,0,0,9,0.24,736.85,130,0.0,0
