,zu_zahlender_zins,darlehenssumme,kreditsumme,einkommen_monat,haus,oeffentliche_mahnverfahren_10_Jahre,kreditanfrage_6_monate,offene_forderungen,anzahl_kredite,ratio_schulden_zu_einkommen,monatliches_payment,investoren,investment_freunde,ausfall
4194,0.229,7500,36,7166.666667,True,0,1,0,7,0.16,289.93,255,0.0,0
4195,0.08,5000,36,3333.333333,False,0,0,0,1,0.06,156.68,104,0.0,0
4196,0.155,6001,36,4000.0,False,0,1,0,7,0.29,205.46,126,0.0,0
4197,0.2064,3000,12,15000.0,True,0,1,0,12,0.14,278.82,2,0.0,0
4198,0.0899,7000,36,5583.333333,True,0,0,0,9,0.15,222.57,119,0.0,0
4199,0.2769,7000,36,2627.333333,False,1,1,2,7,0.32,288.37,54,0.0,0
4200,0.0628,2000,12,6500.0,True,0,3,1,10,0.05,172.39,14,0.0,0
4201,0.11,3000,36,5416.666667,True,0,2,2,18,0.19,98.22,114,0.0,0
4202,0.24,6500,36,6250.0,True,1,5,0,9,0.28,255.01,61,0.0,0
4203,0.26,7500,36,2041.666667,True,0,1,2,7,0.32,295.57,137,0.0,0
4204,0.2775,7500,36,8333.333333,True,6,1,5,3,0.09,309.21,133,0.0,1
4205,0.108,5000,36,9946.0,True,0,1,0,28,0.19,163.22,88,0.0,0
4206,0.322,2000,36,2500.0,False,0,0,0,8,0.49,87.33,44,0.0,0
4207,0.14,15000,36,2916.666667,True,0,1,0,7,0.3,512.66,281,0.0,0
4208,0.1628,25000,60,6374.833333,True,0,1,1,9,0.2,611.68,518,0.0,1
4209,0.3399,2500,36,3541.583333,False,0,1,2,11,0.18,111.67,4,0.0,1
4210,0.1499,8500,36,14583.333333,True,0,7,0,15,0.14,294.61,189,0.0,1
4211,0.2672,15000,60,6583.333333,False,2,1,0,4,0.12,455.52,1,0.0,0
4212,0.23,1000,36,3333.333333,False,0,4,6,9,0.18,38.71,8,0.0,1
4213,0.061,5000,36,9666.666667,True,0,0,0,14,0.12,152.34,117,0.0,0
4214,0.32,3000,36,6250.0,True,0,3,0,12,0.11,130.66,49,0.0,0
4215,0.14,2500,36,3583.333333,False,1,1,0,5,0.18,85.44,39,0.0,0
4216,0.1396,15000,60,7083.333333,True,0,0,0,6,0.08,348.71,158,0.0,0
4217,0.071,3000,36,3333.333333,False,0,0,0,3,0.07,92.77,143,0.0,0
4218,0.2085,9500,60,3000.0,True,0,0,0,8,0.18,256.21,177,0.0,1
4219,0.199,3200,36,19916.666667,True,0,2,0,11,0.16,118.76,133,0.0,0
4220,0.1639,2000,36,2500.0,False,0,0,0,2,0.1,70.7,1,0.0,0
4221,0.22,7000,36,5383.333333,False,1,3,4,6,0.12,267.33,160,0.0,1
4222,0.2699,2000,36,3750.0,False,0,0,0,4,0.15,81.64,43,0.0,0
4223,0.1384,15000,36,3833.333333,False,0,0,0,6,0.32,511.5,201,0.0,1
4224,0.16,5000,36,8750.0,True,0,4,0,15,0.15,175.79,230,0.0,0
4225,0.1863,15000,12,7083.333333,True,0,4,0,14,0.29,1379.7,24,0.0,0
4226,0.12,6800,36,2666.666667,False,0,0,0,2,0.14,225.86,321,0.0,0
4227,0.1029,8000,36,4166.666667,False,0,0,0,3,0.13,259.23,143,0.0,0
4228,0.1669,17500,36,9533.333333,False,0,2,4,4,0.22,621.23,257,0.0,1
4229,0.0943,9500,36,3000.0,True,0,1,0,8,0.27,304.0,422,0.0,0
4230,0.17,9000,36,5083.333333,False,0,1,0,5,0.18,320.87,73,0.0,0
4231,0.2899,2000,36,4299.5,True,4,0,3,8,0.14,0.0,34,0.0,0
4232,0.231,10000,60,2750.0,False,1,0,0,6,0.3,282.48,107,0.0,0
4234,0.3177,4000,36,6833.333333,True,0,2,0,8,0.37,173.71,13,0.0,0
4235,0.22,5000,36,5988.916667,True,0,4,5,2,0.07,190.95,53,0.0,1
4236,0.1575,25000,36,2500.0,False,1,0,1,4,0.43,875.84,396,0.0,1
4237,0.1749,2000,12,4666.666667,True,0,0,0,14,0.32,182.87,29,0.0,0
4238,0.35,2000,36,2131.0,False,2,1,1,0,0.04,90.47,24,0.0,0
4239,0.1773,5000,36,6583.333333,True,0,15,0,14,0.29,180.09,154,0.0,1
4240,0.27,5000,36,5416.666667,False,0,0,3,3,0.22,186.54,66,0.0,0
4241,0.3127,2960,36,2000.0,True,0,2,1,3,0.24,127.72,43,0.0,1
4242,0.2705,8000,60,2666.666667,False,1,0,0,1,0.18,244.52,93,0.0,0
4243,0.3199,4000,36,6286.666667,True,0,2,0,10,0.23,174.2,75,0.0,0
4244,0.0964,6269,36,2916.666667,False,0,1,0,6,0.15,201.23,115,0.0,0
4245,0.3108,7500,36,1333.333333,True,0,0,0,9,0.99,322.84,13,0.0,1
4246,0.139,2500,36,2416.666667,True,1,1,0,10,0.13,85.32,49,0.0,1
4247,0.2085,15000,60,3033.333333,False,0,0,0,12,0.21,404.54,2,0.0,0
4248,0.1764,2000,36,5000.0,False,0,1,0,6,0.13,71.94,28,0.0,1
4249,0.0817,8000,12,13083.333333,True,0,0,1,12,0.1,696.54,141,0.0,0
4250,0.2049,8500,36,4858.333333,False,0,1,1,5,0.08,318.02,189,0.0,0
4251,0.1774,3000,36,4166.666667,False,0,2,0,6,0.05,108.07,54,0.0,1
4252,0.1427,10000,60,10833.333333,False,0,5,1,5,0.06,234.08,133,0.0,0
4253,0.133,7500,36,7583.333333,True,0,1,0,7,0.14,253.79,146,0.0,0
4254,0.13,8000,36,8583.333333,True,0,0,0,12,0.37,269.55,220,0.0,1
4255,0.2736,2000,60,5833.333333,False,1,1,0,9,0.15,61.5,20,0.0,0
4256,0.3199,2500,36,3500.0,True,0,2,0,10,0.21,108.87,32,0.0,1
4257,0.2199,2000,12,2607.916667,True,0,0,1,2,0.15,187.18,14,0.0,0
4258,0.0975,2500,36,5333.333333,True,1,7,0,15,0.04,80.37,52,0.0,0
4259,0.2,25000,36,24583.333333,True,0,6,2,17,0.3,929.09,161,0.0,1
4260,0.27,1000,36,5666.666667,True,0,4,0,22,0.46,40.83,28,0.0,0
4261,0.134,15000,36,3978.25,False,0,0,0,13,0.3,508.3,401,0.0,0
4262,0.1355,9000,36,4525.0,True,1,2,0,7,0.17,305.64,295,0.0,0
4263,0.29,3001,36,5333.333333,False,0,5,0,0,0.02,125.76,46,0.0,1
4264,0.27,4900,36,4441.666667,True,0,7,1,14,0.15,200.04,85,0.0,1
4265,0.3199,5500,36,8410.833333,True,0,1,0,10,0.19,239.52,58,1000.0,0
4266,0.1625,15000,36,4018.916667,False,0,0,0,5,0.34,529.21,398,0.0,1
4267,0.1344,3200,36,2239.166667,False,0,1,0,9,0.46,108.5,95,677.81,0
4269,0.197,1000,36,2500.0,True,1,0,0,2,0.16,37.01,18,0.0,0
4270,0.1799,11500,36,10502.0,False,1,0,0,6,0.08,415.69,156,0.0,0
4271,0.255,1600,36,5000.0,True,0,2,0,30,0.62,64.04,87,0.0,0
4272,0.0875,2000,36,2666.666667,False,0,0,0,4,0.21,63.37,33,0.0,0
4274,0.092,6000,36,3720.0,True,0,2,0,16,0.32,190.05,170,0.0,0
4275,0.35,3500,36,3416.666667,True,1,4,5,11,0.33,158.33,28,0.0,1
4276,0.2049,4000,36,3000.0,False,1,2,0,3,0.08,149.65,53,0.0,0
4277,0.3099,13000,36,4750.0,False,1,1,1,2,0.19,558.94,218,0.0,1
4278,0.105,14500,36,9350.0,False,0,0,0,11,0.16,471.29,343,0.0,0
4279,0.2468,10000,60,2833.333333,False,0,6,0,5,0.16,291.64,165,0.0,1
4280,0.275,1500,36,5000.0,False,0,1,0,10,0.2,61.64,44,0.0,1
4281,0.15,24000,36,6039.583333,True,0,2,0,13,0.23,818.73,425,0.0,0
4282,0.1485,7000,36,6000.0,True,0,1,0,6,0.21,242.14,178,0.0,0
4283,0.19,2000,36,7583.333333,True,1,0,1,2,0.02,51.6,70,0.0,0
4284,0.18,2500,36,2416.666667,False,9,1,4,1,0.04,90.38,72,0.0,1
4285,0.1515,6680,36,1600.0,False,1,2,0,2,0.16,227.86,121,0.0,0
4286,0.142,5000,36,3000.0,True,0,0,0,11,0.36,171.37,97,0.0,0
4287,0.183,2500,36,2666.666667,False,0,5,0,2,0.04,90.76,89,0.0,1
4288,0.35,3000,36,8750.0,True,0,19,0,29,0.41,135.71,12,0.0,1
4289,0.18,7000,36,5166.666667,True,0,0,0,18,0.48,253.07,107,0.0,1
4291,0.1695,1600,36,2097.0,False,0,11,0,15,0.21,57.0,14,0.0,0
4292,0.2148,2500,36,2583.333333,False,0,0,0,3,0.17,94.8,20,0.0,0
4293,0.13,2167,36,1100.0,False,0,0,1,5,0.31,73.01,57,0.0,0
4294,0.1945,1000,36,4166.666667,False,0,2,0,5,0.17,36.88,72,0.0,0
4295,0.2813,3000,36,3250.0,False,1,3,0,8,0.28,124.3,34,0.0,1
4296,0.1734,7500,36,3583.333333,False,0,3,0,7,0.32,268.67,61,0.0,0
4297,0.2958,4000,36,10000.0,False,0,0,0,12,0.11,168.89,62,0.0,1
4299,0.3099,7500,36,4333.333333,True,1,1,1,4,0.23,322.47,55,0.0,0
4300,0.1099,7500,36,3975.0,False,0,0,0,5,0.16,245.5,81,30.43,0
4301,0.2099,15000,36,3250.0,False,0,1,0,6,0.23,565.05,8,0.0,0
4302,0.1248,6500,36,3750.0,False,0,0,0,2,0.06,217.39,254,350.75,0
4304,0.1902,14000,36,2000.0,False,0,4,0,4,0.37,513.33,215,0.0,1
4305,0.3122,6500,36,9000.0,True,0,2,0,14,0.24,280.3,50,0.0,1
4306,0.1949,2500,36,2416.666667,True,1,1,0,3,0.07,92.26,37,0.0,1
4307,0.336,3500,36,3000.0,True,0,1,0,8,0.11,155.57,78,0.0,1
4308,0.3177,4000,36,6250.0,True,0,6,0,7,0.16,173.71,42,0.0,1
4309,0.201,11000,36,1677.583333,True,0,1,2,3,0.3,387.23,288,0.0,0
4310,0.1874,5000,36,2916.666667,True,1,0,0,5,0.49,182.62,29,0.0,0
4311,0.149,15000,36,11666.666667,True,0,4,0,7,0.14,519.25,149,0.0,0
4312,0.2625,4500,36,5416.666667,True,0,2,0,11,0.37,181.91,134,0.0,0
4313,0.35,2500,36,6750.0,True,1,4,0,14,0.2,113.09,35,0.0,0
4314,0.1672,2000,12,3333.333333,False,0,3,0,4,0.2,0.0,34,0.0,0
4315,0.18,4500,36,8000.0,True,2,6,0,12,0.26,158.73,51,0.0,0
4317,0.0735,8500,12,5416.666667,False,0,0,0,9,0.24,736.85,130,0.0,0
4319,0.2566,5000,36,7500.0,False,0,1,0,5,0.13,200.55,1,0.0,0
4320,0.102,10000,36,7743.5,False,0,1,0,10,0.22,323.61,303,0.0,0
4321,0.35,2400,36,6833.333333,True,0,3,0,7,0.24,108.57,62,0.0,0
4322,0.0835,12000,36,10000.0,True,0,0,0,6,0.06,377.98,291,0.0,0
4323,0.0565,5000,12,10000.0,False,0,0,0,3,0.05,429.53,95,0.0,0
4324,0.18,6500,36,4993.25,False,1,2,0,7,0.17,234.99,54,0.0,1
4325,0.1,9000,36,2666.666667,True,0,3,0,3,0.15,290.4,160,0.0,0
4326,0.185,1258,36,800.0,False,2,2,2,4,0.5,0.0,63,0.0,0
4327,0.3304,5000,60,3333.333333,True,1,1,0,11,0.33,171.23,10,0.0,0
4328,0.1254,2000,36,3750.0,True,0,0,0,3,0.08,66.95,34,0.0,0
4329,0.0826,3500,36,3291.666667,True,0,0,0,4,0.05,110.1,204,50.0,0
4330,0.1499,1500,36,4166.666667,True,4,0,11,0,0.1,50.96,40,0.0,0
4331,0.35,3800,36,11666.666667,True,2,6,0,8,0.11,171.9,29,0.0,0
4332,0.092,2500,36,2333.333333,False,0,0,0,4,0.29,79.73,78,0.0,0
4333,0.1045,7000,36,5416.666667,True,0,0,0,10,0.3,227.35,170,0.0,1
4334,0.067,3000,36,6250.0,True,0,1,0,7,0.1,92.22,144,0.0,0
4335,0.15,7000,36,3916.666667,False,0,0,0,5,0.14,242.66,135,0.0,0
4336,0.2035,15000,36,9333.333333,True,0,4,0,12,0.32,560.13,173,0.0,1
4337,0.085,6000,36,7708.333333,True,0,2,0,15,0.14,189.41,199,0.0,0
4338,0.2205,5000,36,3666.666667,True,1,3,0,16,0.35,191.08,85,0.0,0
4339,0.3177,4000,36,4583.333333,True,0,2,0,21,0.49,173.71,49,0.0,1
4340,0.115,5000,36,3833.333333,True,1,0,0,2,0.06,164.88,74,0.0,0
4341,0.085,3000,36,2333.333333,False,0,0,0,4,0.06,94.7,44,0.0,0
4342,0.0649,3000,36,6250.0,True,0,1,0,10,0.04,91.93,59,0.0,0
4343,0.1799,10000,36,3940.333333,False,0,1,0,7,0.3,361.47,274,71.55,0
4344,0.2795,3000,36,3309.583333,False,1,2,6,5,0.22,124.01,61,0.0,1
4345,0.35,1500,36,4583.333333,False,0,1,13,7,0.12,67.85,21,0.0,1
4346,0.279,4500,36,4333.333333,False,0,1,2,7,0.35,185.89,100,600.0,0
4347,0.175,5000,36,3875.0,False,0,3,0,11,0.47,179.51,107,0.0,1
4348,0.105,10000,36,5247.916667,True,0,0,0,6,0.24,325.02,392,0.0,0
4349,0.294,2750,36,4666.666667,False,2,0,0,3,0.18,115.84,67,0.0,0
4350,0.1515,4000,36,1000.0,False,0,1,0,4,0.26,48.03,107,0.0,0
4351,0.3199,4000,36,6916.666667,True,2,2,2,9,0.08,174.2,81,0.0,1
4353,0.29,3500,36,4833.333333,False,1,13,1,9,0.25,146.67,47,0.0,0
4354,0.15,5000,36,0.083333,False,1,4,0,1,10.01,173.33,37,500.0,0
4355,0.0658,1000,36,6250.0,False,0,2,0,12,0.06,30.69,51,0.0,0
4356,0.2346,4000,36,3750.0,True,1,1,0,18,0.41,155.8,75,0.0,0
4357,0.2699,4000,36,4750.0,True,0,0,0,14,0.22,163.28,82,0.0,0
4358,0.1515,4500,36,3408.333333,True,0,1,0,11,0.16,156.32,90,0.0,0
4359,0.2139,15000,60,4833.333333,True,0,2,0,10,0.31,409.1,263,0.0,0
4360,0.2195,3800,36,2750.0,False,0,4,0,19,0.25,145.03,48,0.0,0
4361,0.183,15000,60,10833.333333,True,0,0,0,10,0.2,383.35,178,0.0,1
4362,0.115,7000,36,3750.0,True,0,1,0,27,0.42,230.83,104,0.0,1
4363,0.123,5000,36,4116.666667,False,0,0,0,4,0.2,166.79,169,0.0,0
4364,0.3435,4000,36,2731.5,True,0,1,0,5,0.22,0.0,98,0.0,0
4365,0.1764,7000,36,5416.666667,True,0,1,0,20,0.28,251.8,24,0.0,0
4366,0.1045,7000,36,5416.666667,True,0,0,0,18,0.39,227.35,124,0.0,1
4367,0.2287,2000,36,5083.333333,False,0,2,0,15,0.42,77.28,13,0.0,0
4368,0.2552,4500,36,2044.833333,False,0,2,0,2,0.18,180.16,65,0.0,1
4369,0.295,2500,36,5000.0,False,0,1,1,9,0.1,105.45,51,0.0,0
4370,0.1653,7000,36,3333.333333,True,0,1,0,7,0.3,247.93,93,0.0,0
4371,0.1627,5000,36,3333.333333,True,0,1,1,7,0.23,176.45,20,0.0,1
4372,0.24,6000,36,4000.0,True,0,8,0,12,0.34,235.4,84,0.0,0
4373,0.093,10000,36,3875.0,True,0,0,0,13,0.38,319.4,296,0.0,0
4374,0.3435,7500,36,7750.0,True,0,3,0,18,0.2,336.52,248,0.0,0
4375,0.1109,13000,36,7666.666667,True,0,0,0,16,0.42,426.16,336,0.0,1
4376,0.1995,8000,36,5333.333333,False,2,5,0,5,0.18,297.1,167,0.0,0
4377,0.1469,13000,36,20500.0,False,0,7,2,4,0.08,448.68,191,0.0,0
4378,0.2625,4500,36,6500.0,True,0,1,0,25,0.4,181.91,178,0.0,0
4379,0.1275,15000,36,5813.333333,True,0,6,0,11,0.27,503.6,337,0.0,0
4380,0.2776,10000,36,9416.666667,True,0,0,2,10,0.15,412.34,196,0.0,1
4381,0.1515,6000,36,5000.0,False,0,1,1,6,0.14,208.43,121,0.0,1
4382,0.3177,4000,36,4583.333333,True,0,0,0,7,0.33,173.71,22,0.0,1
4383,0.1154,10000,60,4583.333333,True,0,1,1,5,0.08,220.13,231,0.0,0
4384,0.2795,1000,36,975.0,False,0,0,0,7,1.25,41.34,31,0.0,0
4386,0.2489,4000,60,4166.666667,True,0,0,0,9,0.2,117.15,10,0.0,0
4387,0.29,3000,36,2500.0,False,2,5,4,2,0.18,87.53,34,0.0,0
4388,0.24,10100,36,5250.0,True,1,12,0,9,0.18,396.25,85,0.0,1
4389,0.2599,3000,36,3333.333333,True,0,0,1,4,0.07,120.86,29,0.0,0
4390,0.3199,3000,36,4000.0,True,0,1,0,12,0.24,130.65,81,0.0,1
4391,0.2287,3000,36,3583.333333,True,0,2,2,7,0.29,115.93,7,0.0,0
4392,0.1515,7000,36,3750.0,False,0,2,0,12,0.32,243.17,182,0.0,0
4394,0.2599,10000,36,12500.0,True,0,0,0,4,0.17,402.85,156,0.0,0
4395,0.29,20000,36,18083.333333,True,0,13,0,21,0.39,838.11,119,0.0,1
4396,0.2725,6000,36,4333.333333,True,2,0,0,8,0.24,245.76,192,0.0,0
4397,0.1245,2550,36,3283.333333,True,1,1,3,11,0.58,85.25,133,0.0,1
4398,0.17,1000,36,600.0,False,0,4,0,6,0.48,35.65,58,0.0,0
4399,0.2599,10000,36,2322.583333,True,0,0,0,10,0.64,402.85,50,0.0,1
4400,0.1364,14000,60,7416.666667,True,1,0,0,12,0.32,323.15,174,0.0,0
4401,0.2489,3000,36,4166.666667,True,0,2,0,17,0.42,119.11,44,0.0,1
4402,0.1595,12700,36,4033.0,True,1,1,0,7,0.19,446.18,314,0.0,0
4403,0.3199,2000,36,2876.0,False,1,1,0,3,0.36,87.1,1,0.0,0
4404,0.2295,13000,60,4166.666667,False,0,2,0,7,0.15,366.1,173,0.0,0
4405,0.155,2000,36,2666.666667,True,1,6,0,5,0.16,69.82,35,0.0,0
4406,0.1768,7000,36,9166.666667,True,2,0,0,4,0.07,251.94,91,0.0,0
4407,0.27,1000,36,2333.333333,True,0,0,1,2,0.16,0.0,16,0.0,0
4408,0.0799,1500,36,2000.0,True,0,3,1,6,0.04,47.0,72,0.0,0
4409,0.185,3800,36,3500.0,False,0,3,0,10,0.34,0.0,148,0.0,1
4410,0.295,5000,36,5166.666667,False,0,0,1,5,0.08,210.89,54,0.0,0
4411,0.2679,2500,36,4500.0,False,0,2,0,9,0.27,101.78,70,0.0,0
4412,0.2554,5000,36,4333.333333,True,2,0,0,3,0.14,200.23,199,0.0,0
4413,0.2835,5000,36,1775.0,False,1,0,0,4,0.42,207.76,73,0.0,0
4414,0.198,2800,36,3187.833333,True,0,1,0,14,0.22,103.77,54,0.0,0
4416,0.3177,3500,36,6250.0,True,0,1,0,6,0.22,151.99,54,0.0,1
4417,0.26,1000,36,1250.0,False,0,0,0,0,0.03,40.29,82,0.0,0
4418,0.2433,15000,60,4166.666667,True,0,1,0,10,0.37,434.4,79,0.0,0
4419,0.2599,2500,36,4666.666667,False,0,1,0,11,0.41,100.71,87,0.0,0
4420,0.2262,17500,60,5416.666667,False,0,0,0,11,0.24,489.52,134,0.0,0
4421,0.1695,8200,36,5000.0,True,1,2,0,12,0.27,292.15,185,1001.68,0
4422,0.16,1000,36,4166.666667,False,0,2,1,8,0.12,35.16,32,0.0,0
4424,0.2179,15000,60,8333.333333,False,0,1,0,22,0.2,412.49,5,0.0,0
4425,0.35,2500,36,4833.333333,False,0,9,0,36,0.63,113.09,30,0.0,1
4426,0.175,10000,36,4666.666667,False,0,3,0,8,0.21,359.02,274,0.0,1
4427,0.134,15000,36,11250.0,False,0,0,0,8,0.1,508.3,279,0.0,0
4428,0.1092,6000,36,6000.0,True,0,0,1,6,0.19,196.21,190,0.0,0
4430,0.195,8500,36,3475.333333,True,0,2,1,11,0.53,313.73,246,0.0,0
4431,0.068,3001,36,5916.666667,True,0,1,0,10,0.12,92.39,135,0.0,0
4432,0.08,4200,36,2500.0,True,1,0,0,8,0.19,131.61,72,0.0,0
4433,0.2085,5000,60,10750.0,True,0,1,0,15,0.18,134.85,8,0.0,0
4434,0.3435,7500,36,2083.333333,False,0,0,0,8,0.6,336.52,209,0.0,0
4435,0.1811,20000,36,5000.0,False,0,1,0,8,0.37,724.15,291,0.0,0
4436,0.1799,14768,36,26666.666667,False,0,0,0,9,0.16,533.82,273,0.0,0
4437,0.2997,8000,60,4312.5,True,0,1,0,11,0.25,258.68,90,0.0,1
4438,0.172,1200,36,791.666667,False,0,0,0,3,0.22,42.9,54,0.0,0
4439,0.0849,5000,36,12500.0,True,0,1,0,4,0.08,157.81,112,0.0,0
4440,0.2575,3000,36,6750.0,True,0,0,2,10,0.15,120.47,61,0.0,0
4441,0.2599,6000,36,3466.666667,False,0,0,0,6,0.39,241.71,110,0.0,0
4442,0.1865,10000,36,3541.666667,True,0,0,1,6,0.36,364.79,200,0.0,1
4443,0.2346,4000,36,4166.666667,False,0,0,0,10,0.46,155.8,1,0.0,0
4444,0.2324,4000,36,4833.333333,False,1,0,0,5,0.22,155.34,28,0.0,0
4445,0.198,5000,36,5833.333333,False,0,1,0,8,0.27,185.31,122,0.0,1
4446,0.2489,15000,60,4416.666667,True,0,0,0,6,0.31,439.3,81,0.0,1
4447,0.3,3500,36,4375.0,True,0,2,0,11,0.17,146.13,59,0.0,0
4448,0.1119,9000,36,4041.666667,False,0,0,0,15,0.31,295.46,205,0.0,0
4449,0.35,5000,36,1646.666667,True,1,2,0,11,0.41,214.74,69,0.0,0
4451,0.1251,7400,36,4394.0,False,0,2,0,7,0.18,247.59,91,0.0,0
4452,0.1595,15000,36,6125.0,False,0,0,0,13,0.27,526.99,317,0.0,1
4453,0.1695,7000,36,3500.0,False,0,1,0,11,0.27,249.39,252,0.0,0
4454,0.149,8000,36,5833.333333,True,0,0,0,6,0.16,276.93,189,0.0,0
4455,0.29,3200,36,2666.666667,False,1,2,2,1,0.18,130.18,34,0.0,0
4456,0.1295,6000,36,5000.0,True,0,0,0,6,0.31,202.02,292,0.0,1
4458,0.2,7862,36,3250.0,False,0,2,0,7,0.38,292.18,89,0.0,0
4459,0.192,2501,36,2500.0,False,1,3,1,9,0.25,91.93,89,0.0,0
4460,0.3099,6000,36,3833.333333,True,0,1,5,7,0.3,257.97,6,0.0,1
4461,0.35,1200,36,6000.0,True,1,7,6,19,0.13,54.28,24,0.0,1
4462,0.071,1500,36,3916.666667,False,0,1,0,3,0.01,0.0,78,0.0,0
4463,0.193,4500,36,2333.333333,False,2,5,0,1,0.2,165.64,59,0.0,1
4464,0.0934,1000,36,7195.833333,True,0,2,0,17,0.32,31.96,29,0.0,0
4465,0.232,3500,36,5583.333333,False,0,0,4,2,0.04,135.85,45,300.0,0
4466,0.0955,8000,36,7250.0,False,0,2,0,5,0.07,256.45,175,0.0,0
4467,0.1449,2000,36,2000.0,False,0,2,0,3,0.13,68.83,44,0.0,1
4468,0.1223,6500,60,2896.666667,False,0,0,0,3,0.18,145.35,100,0.0,0
4469,0.1595,1500,36,2416.666667,True,0,3,1,4,0.04,52.7,53,0.0,1
4470,0.1186,1050,36,3250.0,True,1,0,0,9,0.31,34.8,108,0.0,0
4471,0.125,20000,36,14750.0,True,0,1,0,10,0.22,669.07,473,0.0,1
4473,0.1045,5000,36,4500.0,True,0,0,1,11,0.35,162.39,97,56.94,1
4474,0.1295,9000,36,4333.333333,True,0,0,0,12,0.41,303.03,221,90.0,0
4475,0.22,2500,36,10833.333333,False,0,0,11,17,0.14,95.48,85,200.0,1
4476,0.1419,16000,60,5298.0,False,0,1,1,24,0.26,373.87,35,0.0,0
4478,0.0725,3000,36,3500.0,True,0,0,0,4,0.04,92.97,82,0.0,0
4479,0.2399,13000,36,6250.0,True,0,0,0,12,0.64,509.96,91,0.0,0
4480,0.2599,4000,36,4583.333333,False,0,2,0,6,0.08,161.14,75,0.0,0
4481,0.2489,10000,60,9833.333333,False,0,1,0,19,0.23,292.87,4,0.0,0
4483,0.35,2500,36,2916.666667,False,0,14,0,12,0.07,113.09,38,0.0,1
4484,0.1395,1500,36,3150.0,False,0,0,2,7,0.34,51.23,94,0.0,0
4485,0.1899,4500,36,2333.333333,False,0,2,0,2,0.09,164.93,79,38.0,0
4486,0.2999,3000,36,3750.0,True,0,5,2,8,0.35,127.34,31,0.0,1
4487,0.2495,6500,36,7083.416667,False,0,8,11,6,0.07,258.27,96,2201.0,0
4488,0.1559,4500,36,6318.833333,False,1,1,0,13,0.18,157.3,63,0.0,0
4490,0.092,3000,36,6183.333333,True,0,0,0,13,0.4,95.68,74,0.0,1
4491,0.3199,4000,36,1500.0,True,0,0,0,18,1.06,174.2,9,0.0,1
4492,0.2499,4000,36,6250.0,True,0,3,0,7,0.21,159.02,47,0.0,1
4494,0.2205,2700,36,3250.0,True,0,1,0,13,0.49,103.18,47,0.0,0
4495,0.0975,10000,36,2945.0,True,1,1,0,10,0.27,320.2,272,0.0,0
4496,0.3177,3000,36,4833.333333,False,1,5,0,4,0.09,130.28,74,0.0,0
4497,0.14,5075,36,5166.666667,False,0,0,0,9,0.28,173.45,163,0.0,0
4498,0.26,9500,36,2883.0,False,1,2,2,2,0.17,382.76,171,0.0,1
4499,0.3199,2000,36,7083.333333,True,0,1,2,6,0.04,87.1,32,0.0,0
4500,0.109,18950,36,5048.333333,True,1,0,0,6,0.15,619.5,307,0.0,0
4501,0.1799,7000,36,4000.0,False,0,1,0,9,0.14,253.03,84,0.0,0
4502,0.0699,20000,36,5166.666667,False,0,1,0,5,0.13,617.45,406,0.0,0
4503,0.1774,9000,36,4916.666667,True,0,0,2,13,0.3,324.2,154,0.0,0
4504,0.2477,5500,36,4628.416667,False,0,1,1,3,0.3,218.01,102,0.0,1
4505,0.145,3000,36,5500.0,False,0,0,0,10,0.39,103.26,111,0.0,0
4506,0.2769,9000,60,6500.0,False,0,0,0,11,0.14,278.54,30,0.0,0
4507,0.188,10000,36,2894.0,True,0,9,3,3,0.25,365.55,218,0.0,1
4508,0.2537,7000,36,5166.666667,True,0,4,0,13,0.45,279.69,25,0.0,1
4509,0.09,1700,36,4908.333333,True,0,2,0,8,0.18,54.06,115,0.0,0
4510,0.2199,15000,36,5166.666667,True,0,2,2,12,0.28,572.78,251,0.0,0
4511,0.1779,2500,36,5750.0,True,0,2,0,7,0.23,90.12,60,0.0,0
4512,0.2593,3000,36,2916.666667,False,3,0,1,11,0.25,120.76,119,0.0,0
4513,0.21,4500,36,8416.666667,False,0,6,0,14,0.16,167.99,48,0.0,0
4514,0.185,6000,36,3750.0,False,1,1,0,2,0.08,218.42,113,0.0,0
4515,0.143,5000,36,4264.0,False,0,1,0,12,0.25,169.24,158,0.0,0
4516,0.185,18000,36,4250.0,False,1,5,0,15,0.4,655.27,327,0.0,1
4517,0.1734,15000,36,4333.333333,True,0,2,0,10,0.4,537.33,110,0.0,0
4518,0.1609,10000,36,36250.0,False,0,0,0,15,0.13,352.01,186,0.0,0
4519,0.3177,2949,36,875.0,True,4,1,0,7,2.3,128.09,33,0.0,0
4520,0.29,1500,36,2463.833333,False,1,2,6,2,0.11,62.86,37,0.0,1
4521,0.0565,3500,12,7250.0,True,0,0,0,18,0.12,300.67,65,0.0,0
4522,0.0875,2250,36,2250.0,False,0,2,0,2,0.04,71.29,98,0.0,0
4523,0.1065,12000,60,13333.333333,False,0,3,0,10,0.03,258.82,271,0.0,0
4524,0.0983,1500,36,4000.0,True,1,1,0,10,0.15,48.28,14,0.0,1
4525,0.122,25000,36,7809.0,True,1,3,8,5,0.15,832.75,403,0.0,0
4526,0.22,8000,36,4416.666667,True,0,3,0,22,0.7,305.52,50,0.0,1
4527,0.22,4500,36,3915.583333,True,0,1,9,7,0.1,171.86,45,0.0,1
