,age,annualincome,calldroprate,callfailurerate,monthlybilledamount,complaints,unpaidmonths,timetoexpiration,penaltytoswitch,lastmonthusage,unpaidbalance,outsidecalls,totalcallduration,avgcallduration,churn,customersuspended_Yes,education_High School or below,education_Master or equivalent,education_PhD or equivalent,gender_Male,homeowner_Yes,maritalstatus_Single,occupation_Others,occupation_Technology Related Job,usesinternetservice_Yes,usesvoiceservice_Yes
4084,51,105431,0.01,0.03,101,3,2,1,58,469,127,0.05,5722,817,1,1,1,0,0,0,1,1,1,0,0,1
4085,35,29974,0.06,0.01,28,2,5,84,448,104,237,0.78,4042,1010,0,1,0,1,0,1,1,1,1,0,0,0
4086,36,245315,0.01,0.02,21,3,6,21,79,404,160,0.52,2135,1067,0,1,1,0,0,0,1,0,0,1,0,0
4087,26,160951,0.05,0.03,14,1,6,86,271,337,46,0.62,5604,934,1,1,1,0,0,1,1,1,0,1,0,0
4088,46,123551,0.01,0.02,8,2,1,64,392,228,68,0.08,3155,631,0,1,1,0,0,0,1,0,1,0,0,0
4089,21,9011,0.06,0.0,113,0,5,41,42,3,195,0.23,5752,821,1,1,1,0,0,0,0,1,0,0,0,0
4090,32,103535,0.02,0.01,2,0,6,46,75,243,177,0.38,7175,717,0,1,0,1,0,0,1,0,1,0,0,0
4091,17,28524,0.05,0.03,65,2,1,31,196,49,25,0.68,534,534,1,1,1,0,0,0,1,0,0,1,0,0
4092,74,183310,0.07,0.02,75,1,5,42,286,57,45,0.76,2468,493,0,1,1,0,0,1,1,0,0,1,0,0
4093,20,181996,0.03,0.01,109,3,7,77,40,485,8,0.27,2791,697,0,1,0,0,0,1,1,1,1,0,0,0
4094,14,7780,0.0,0.03,86,1,7,23,158,479,79,0.84,3116,1038,0,1,0,0,1,1,1,0,1,0,0,0
4095,30,229043,0.0,0.02,48,1,2,37,332,490,63,0.73,6931,866,1,1,1,0,0,1,1,0,1,0,1,0
4096,16,216419,0.03,0.02,111,1,5,32,340,268,211,0.69,1457,485,0,1,0,1,0,1,1,0,0,0,0,0
4097,47,91703,0.02,0.0,88,2,4,22,482,429,103,0.25,2827,942,0,1,0,0,0,0,1,0,0,0,0,0
4098,37,231019,0.04,0.03,53,0,1,62,219,41,102,0.6,5132,855,1,1,0,0,0,0,1,1,1,0,0,0
4099,47,117295,0.0,0.01,56,3,5,36,175,388,16,0.76,3847,961,0,1,0,1,0,1,1,1,0,1,0,0
4100,57,106515,0.07,0.0,74,1,3,23,482,179,190,0.78,8183,909,0,1,1,0,0,0,1,1,0,0,0,0
4101,79,9311,0.06,0.01,108,0,4,25,273,81,210,0.04,3141,785,1,1,1,0,0,0,1,1,1,0,0,0
4102,20,60978,0.02,0.03,107,1,1,4,316,58,169,0.21,3780,756,1,1,1,0,0,0,1,0,0,0,0,1
4103,79,24053,0.02,0.0,92,2,0,85,364,115,6,0.53,2627,875,0,1,0,0,0,0,1,1,0,1,0,0
4104,37,116257,0.03,0.02,3,1,6,16,212,454,66,0.86,2869,717,0,1,0,0,0,0,0,1,0,1,0,0
4105,19,176842,0.02,0.02,80,1,0,44,448,241,47,0.81,2595,865,1,1,1,0,0,0,1,0,1,0,0,0
4106,51,94896,0.05,0.0,116,2,7,48,470,64,142,0.17,4883,976,0,1,0,0,0,1,1,0,1,0,0,0
4107,58,169050,0.07,0.01,8,0,7,28,328,466,44,0.11,2771,692,0,1,1,0,0,0,0,1,0,1,0,0
4108,52,67385,0.07,0.01,93,3,1,14,280,45,94,0.37,5067,1013,0,1,1,0,0,1,1,0,1,0,0,0
4109,60,63981,0.07,0.02,21,3,5,19,171,434,110,0.82,2260,753,0,1,1,0,0,1,1,1,1,0,0,0
4110,30,159061,0.03,0.03,48,0,0,97,35,165,246,0.03,1403,1403,0,1,0,0,0,0,1,1,0,1,0,0
4111,38,154912,0.06,0.0,119,0,1,94,422,28,89,0.0,9013,819,0,1,1,0,0,1,1,1,1,0,0,1
4112,26,171355,0.01,0.02,102,2,3,39,141,91,175,0.07,897,897,1,1,1,0,0,1,1,1,0,0,0,0
4113,58,185727,0.04,0.0,84,0,7,3,157,224,173,0.12,1112,556,0,1,1,0,0,1,1,1,0,1,0,0
4114,72,32051,0.04,0.01,75,2,5,7,358,311,55,0.78,5612,935,0,1,0,0,0,1,0,1,0,0,0,0
4115,35,175170,0.02,0.03,49,2,0,90,80,100,91,0.93,4615,923,0,1,0,0,1,1,0,1,1,0,0,0
4116,78,139972,0.05,0.02,62,2,7,48,122,72,57,0.84,1295,647,0,1,1,0,0,1,1,0,1,0,0,1
4117,39,143258,0.02,0.03,54,1,3,51,467,363,65,0.02,6718,746,1,1,1,0,0,0,1,1,0,1,0,0
4118,38,146873,0.02,0.02,102,3,0,62,280,5,84,0.4,2655,885,1,1,0,0,0,1,1,1,0,1,0,0
4119,72,2328,0.03,0.01,8,0,2,63,253,101,14,0.38,1937,276,0,1,1,0,0,0,1,0,0,0,0,0
4120,23,10121,0.0,0.03,114,1,7,57,332,98,97,0.98,435,435,0,1,0,0,1,1,1,0,0,0,0,0
4121,75,105007,0.0,0.01,14,3,6,60,316,17,236,0.8,5008,834,0,1,0,1,0,0,1,1,0,1,0,0
4122,27,91487,0.02,0.0,65,3,2,64,73,121,89,0.44,4725,787,1,1,0,0,0,0,1,1,1,0,0,0
4123,20,47056,0.01,0.02,1,3,5,28,319,428,228,0.91,4236,847,1,1,0,0,0,1,0,1,0,0,0,0
4124,33,25232,0.03,0.03,61,2,7,63,104,203,118,0.42,6477,588,0,1,1,0,0,0,1,1,1,0,0,0
4125,34,184384,0.02,0.02,23,0,4,35,216,157,59,0.34,3997,666,0,1,0,0,0,0,1,0,1,0,0,0
4126,19,236419,0.04,0.02,112,1,5,33,375,311,235,0.05,3161,1053,1,1,0,0,0,1,0,0,0,1,0,0
4127,14,64862,0.02,0.01,29,0,2,91,140,167,37,0.8,3401,485,1,1,1,0,0,0,1,1,0,0,0,0
4128,13,81522,0.06,0.01,68,0,3,71,227,261,219,0.58,2852,950,1,1,1,0,0,0,1,1,0,1,0,0
4129,60,54321,0.0,0.03,31,2,2,73,304,207,153,0.84,2094,698,0,1,0,0,0,1,1,0,1,0,0,0
4130,24,16020,0.05,0.03,1,2,0,96,427,369,231,0.91,6507,723,0,1,1,0,0,0,1,1,1,0,1,0
4131,78,233778,0.05,0.02,2,3,2,94,429,336,32,0.01,2760,690,0,1,0,1,0,1,1,0,0,1,0,0
4132,60,96645,0.06,0.0,73,3,2,84,453,197,119,0.08,1671,334,0,1,0,0,0,1,1,1,1,0,0,1
4133,18,46968,0.05,0.03,49,3,0,15,210,326,159,0.73,3968,793,1,1,1,0,0,0,1,0,1,0,0,1
4134,55,41452,0.06,0.01,97,1,6,7,208,181,210,0.71,3592,718,1,1,0,1,0,0,1,1,1,0,0,0
4135,18,204037,0.02,0.01,105,2,4,77,124,240,213,0.47,5732,955,0,1,0,0,0,1,1,1,0,0,0,0
4136,62,111921,0.04,0.01,25,0,3,59,385,3,222,0.32,719,359,1,1,1,0,0,0,1,0,1,0,0,1
4137,69,138223,0.04,0.02,104,1,3,12,139,439,81,0.94,1582,527,0,1,1,0,0,1,1,1,1,0,0,0
4138,72,64270,0.04,0.03,112,1,3,72,408,403,76,0.47,3589,717,0,1,0,1,0,0,1,1,0,0,0,0
4139,39,198574,0.01,0.01,89,0,0,9,265,31,19,0.95,2114,704,1,1,0,0,0,0,1,0,1,0,0,0
4140,46,157090,0.05,0.01,55,3,5,37,395,168,106,0.24,3312,828,1,1,0,0,0,1,0,0,1,0,0,0
4141,38,169578,0.04,0.02,83,1,7,77,422,184,202,0.78,1603,534,0,1,1,0,0,1,1,0,0,1,0,0
4142,18,195699,0.0,0.03,7,0,0,40,209,361,23,0.96,2417,604,0,1,1,0,0,0,1,0,0,0,0,0
4143,16,71951,0.03,0.01,30,0,5,37,470,135,82,0.78,3442,1147,0,1,0,1,0,0,1,1,1,0,0,0
4144,76,158328,0.01,0.0,95,3,0,20,26,248,122,0.71,4449,741,1,1,0,0,0,1,1,1,0,1,0,1
4145,24,44851,0.0,0.02,36,0,5,38,69,237,45,0.18,2424,606,1,1,0,0,0,0,1,0,1,0,0,0
4146,52,119667,0.01,0.0,86,3,7,77,68,119,200,0.49,5900,737,1,1,1,0,0,1,1,0,1,0,0,0
4147,61,100494,0.03,0.01,8,3,1,4,334,256,11,0.3,632,632,1,1,1,0,0,1,1,0,1,0,0,0
4148,68,68225,0.07,0.0,68,0,2,76,100,450,66,0.01,6723,1120,0,1,1,0,0,1,0,1,1,0,0,0
4149,61,32263,0.0,0.0,119,3,7,77,479,287,1,0.41,1114,557,0,1,1,0,0,0,1,1,0,1,0,0
4150,65,221,0.07,0.0,106,2,5,38,148,399,118,0.08,5363,595,0,1,0,1,0,1,1,1,1,0,0,0
4151,37,196344,0.06,0.0,8,0,2,4,108,177,78,0.1,3953,658,0,1,0,0,0,1,1,1,1,0,0,0
4152,39,232803,0.07,0.03,117,1,7,66,145,225,55,0.87,2322,1161,0,1,1,0,0,0,0,1,1,0,0,0
4153,19,131333,0.03,0.03,89,3,4,28,477,115,103,0.53,2760,690,1,1,1,0,0,1,1,1,1,0,0,0
4154,77,93370,0.04,0.0,106,0,7,12,103,16,160,0.05,5001,1000,0,1,1,0,0,0,1,1,1,0,0,0
4155,24,118464,0.06,0.03,1,3,3,84,421,367,79,0.49,3729,621,0,1,0,0,1,1,1,1,1,0,0,0
4156,67,42263,0.0,0.03,103,1,1,39,267,198,97,0.64,5627,1125,0,1,1,0,0,0,1,1,0,0,1,0
4157,37,143170,0.06,0.01,102,0,6,39,357,261,246,0.85,4095,682,0,1,0,1,0,0,1,0,1,0,0,0
4158,56,42790,0.03,0.02,25,0,4,10,402,194,175,0.41,439,439,0,1,1,0,0,0,0,0,0,0,0,0
4159,48,202388,0.02,0.02,36,3,4,61,204,40,184,0.8,3976,994,1,1,1,0,0,0,1,0,0,1,0,0
4160,36,45085,0.03,0.03,9,2,3,68,180,431,88,0.12,3535,883,0,1,0,0,0,0,0,0,0,1,0,0
4161,24,60784,0.0,0.01,14,0,2,6,395,468,2,0.72,4114,685,0,1,1,0,0,0,0,0,0,0,0,0
4162,76,153675,0.02,0.01,79,3,7,11,291,449,73,0.53,2237,447,0,1,0,0,0,1,0,0,0,0,0,0
4163,53,164894,0.03,0.02,33,3,0,83,9,52,157,0.1,2402,600,0,1,0,0,0,0,1,0,0,0,1,0
4164,66,185839,0.02,0.0,31,1,1,31,174,489,1,0.41,3429,857,0,1,0,1,0,0,1,1,0,1,0,0
4165,47,200176,0.0,0.0,113,0,6,50,289,350,191,0.19,5867,733,0,1,1,0,0,1,1,1,0,1,0,1
4166,52,62732,0.0,0.02,77,3,1,5,46,246,45,0.19,2230,1115,0,1,0,0,0,1,1,1,0,1,0,0
4167,45,202153,0.06,0.03,31,2,2,52,135,123,61,0.96,565,282,0,1,0,0,0,1,0,0,1,0,0,1
4168,32,47421,0.04,0.03,111,1,0,59,147,274,127,0.28,1993,996,1,1,1,0,0,1,1,1,0,0,1,0
4169,77,187677,0.06,0.03,60,3,2,80,267,224,46,0.5,3481,870,0,1,1,0,0,0,1,0,1,0,0,0
4170,76,114292,0.03,0.02,22,1,0,22,320,12,75,0.15,3384,1128,0,1,0,0,0,0,1,0,1,0,0,1
4171,65,34880,0.04,0.03,113,1,4,1,18,99,195,0.34,6153,769,0,1,0,0,0,0,1,0,1,0,0,0
4172,57,184389,0.07,0.0,35,2,1,0,463,211,208,0.41,1184,394,1,1,0,0,0,1,1,0,0,0,0,0
4173,22,91610,0.01,0.03,4,0,2,45,125,273,135,0.99,1601,800,1,1,0,0,0,0,1,1,0,0,0,0
4174,75,105007,0.0,0.01,14,3,6,60,316,17,236,0.8,974,324,0,1,0,1,0,0,1,1,0,1,0,0
4175,29,121673,0.02,0.03,66,0,4,4,151,165,66,0.65,248,248,1,1,1,0,0,1,1,1,1,0,0,0
4176,62,180135,0.06,0.03,117,0,6,90,499,308,34,0.97,4044,577,0,1,0,0,0,1,1,0,0,0,0,0
4177,32,41148,0.02,0.03,3,2,6,36,188,270,127,0.72,4740,790,1,1,1,0,0,0,1,0,1,0,0,0
4178,30,195058,0.05,0.03,104,2,6,63,98,378,37,0.0,1759,351,0,1,0,1,0,1,0,1,1,0,0,0
4179,65,218731,0.04,0.03,11,3,2,85,360,170,72,0.63,2014,671,1,1,0,0,0,0,1,1,0,1,0,0
4180,75,173221,0.02,0.02,106,2,2,91,430,322,48,0.45,4520,904,0,1,1,0,0,0,1,0,0,1,0,0
4181,75,114666,0.07,0.03,4,3,1,5,183,244,192,0.77,6157,559,0,1,1,0,0,0,1,0,0,1,0,0
4182,64,98963,0.04,0.03,106,3,5,2,220,153,129,0.1,2937,489,1,1,1,0,0,1,1,1,0,1,0,0
4183,64,52432,0.06,0.03,65,1,4,83,68,35,103,0.25,7326,915,0,1,1,0,0,0,1,1,1,0,0,0
4184,47,193158,0.02,0.0,26,0,1,21,327,320,19,0.15,2102,420,0,1,1,0,0,0,1,1,0,1,1,0
4185,15,208956,0.06,0.01,8,2,1,1,147,67,50,0.08,4799,799,0,1,0,0,0,1,1,0,0,1,0,0
4186,27,84339,0.03,0.02,81,3,0,35,393,440,60,0.98,4718,786,1,1,1,0,0,0,1,0,0,1,0,1
4187,32,116956,0.02,0.02,95,0,3,98,213,428,206,0.41,2357,471,0,1,1,0,0,1,1,0,0,1,0,0
4188,43,38278,0.05,0.02,19,0,7,54,421,433,200,0.91,6776,677,0,1,0,0,1,0,1,1,0,1,0,0
4189,49,50919,0.05,0.0,26,0,7,32,113,41,80,0.09,4184,697,0,1,1,0,0,1,1,0,0,0,0,0
4190,73,71005,0.05,0.03,33,3,3,90,340,241,12,0.83,1792,896,0,1,1,0,0,1,1,0,0,1,0,0
4191,73,244751,0.06,0.03,45,3,7,27,84,413,195,0.58,4403,629,0,1,0,0,0,1,1,1,1,0,0,1
4192,72,119585,0.03,0.0,27,3,7,30,206,71,30,0.39,1049,524,0,1,1,0,0,0,1,1,0,1,0,0
4193,14,186178,0.01,0.03,112,0,4,69,136,450,60,0.77,2333,777,1,1,0,0,0,1,1,0,1,0,0,0
4194,52,223579,0.07,0.02,32,2,6,69,474,281,119,0.21,4773,795,0,1,1,0,0,0,1,1,0,1,0,0
4195,22,38061,0.05,0.03,116,2,5,96,11,124,186,0.11,4240,706,1,1,0,1,0,0,1,0,1,0,0,0
4196,78,158845,0.03,0.03,25,1,5,39,125,357,232,0.23,2006,668,1,1,0,0,0,0,1,0,0,0,0,0
4197,25,189782,0.0,0.03,49,3,3,28,413,205,111,0.89,5259,876,1,1,1,0,0,1,1,0,0,0,0,0
4198,31,245421,0.07,0.01,42,3,7,7,389,392,8,0.83,2146,1073,1,1,0,0,0,1,1,1,0,0,0,0
4199,45,14915,0.01,0.02,12,3,3,46,385,329,228,0.24,1239,619,1,0,1,0,0,0,1,0,0,0,0,1
4200,55,201853,0.06,0.01,36,2,3,69,404,45,46,0.15,4064,677,0,1,1,0,0,1,1,1,1,0,0,0
4201,49,52093,0.0,0.0,104,2,2,45,106,74,43,0.9,1928,482,0,1,1,0,0,0,1,0,1,0,0,1
4202,76,204282,0.0,0.03,102,3,3,38,228,44,54,0.56,5185,864,1,1,1,0,0,1,1,0,0,1,0,0
4203,72,109034,0.06,0.01,5,2,5,82,376,2,97,0.28,380,380,0,1,1,0,0,1,1,1,0,1,0,0
4204,14,122672,0.0,0.0,33,0,0,70,383,217,221,0.0,2695,673,0,1,0,1,0,0,1,0,0,1,0,0
4205,76,23818,0.06,0.01,86,1,6,77,295,198,133,0.69,896,298,0,1,0,0,1,1,0,1,1,0,1,0
4206,47,91388,0.03,0.0,89,0,3,22,468,410,221,0.11,3152,1050,0,1,0,0,0,0,0,1,0,1,0,0
4207,70,188456,0.06,0.03,25,3,7,55,213,301,195,0.34,1688,844,0,1,1,0,0,0,1,1,1,0,0,1
4208,79,212465,0.02,0.03,68,0,1,5,107,443,52,0.05,4331,541,0,1,1,0,0,0,1,1,1,0,0,0
4209,72,108306,0.02,0.0,64,3,2,70,114,139,123,0.04,2298,574,1,1,1,0,0,1,1,0,1,0,0,0
4210,44,82385,0.06,0.03,6,3,4,70,495,107,118,0.42,5059,722,0,1,1,0,0,0,1,0,0,1,0,0
4211,21,175740,0.02,0.0,38,0,4,49,323,145,205,0.95,364,182,1,1,1,0,0,1,0,0,1,0,0,0
4212,77,126909,0.01,0.02,34,1,4,84,105,456,197,0.21,5680,946,0,0,1,0,0,1,1,1,1,0,0,0
4213,25,248038,0.05,0.02,70,0,0,8,387,426,33,0.66,1812,453,0,1,1,0,0,0,1,1,1,0,0,0
4214,48,202388,0.02,0.02,36,3,4,61,204,40,184,0.8,4123,824,1,1,1,0,0,0,1,0,0,1,0,0
4215,14,157401,0.0,0.03,75,2,6,50,120,356,169,0.21,3322,664,1,1,0,0,0,0,1,1,0,0,0,0
4216,19,194394,0.04,0.02,32,2,0,26,498,176,204,0.72,1594,531,1,1,1,0,0,0,1,1,0,0,0,0
4217,64,243431,0.04,0.0,66,0,4,97,90,287,9,0.01,6808,972,0,1,1,0,0,0,1,1,1,0,0,0
4218,58,179008,0.04,0.0,79,2,5,79,467,50,184,0.99,2138,534,0,1,1,0,0,1,1,0,0,0,0,1
4219,23,16693,0.07,0.0,64,3,4,85,63,457,32,0.44,1260,1260,1,1,0,0,0,1,1,1,1,0,0,0
4220,46,164983,0.01,0.02,17,3,2,73,78,376,57,0.18,7638,763,0,1,1,0,0,0,1,0,1,0,0,0
4221,55,39088,0.07,0.0,25,1,2,87,480,450,87,0.85,4560,570,0,1,0,0,0,1,0,1,0,1,0,0
4222,31,85466,0.06,0.01,0,1,1,45,425,198,160,0.96,4171,695,0,1,0,0,0,1,1,0,0,0,0,0
4223,43,114978,0.02,0.02,24,3,3,18,408,432,5,0.74,4544,568,1,1,1,0,0,1,0,0,1,0,0,1
4224,69,196479,0.02,0.01,5,3,1,92,114,160,2,0.71,6526,932,1,1,0,0,0,1,0,0,0,0,0,0
4225,13,22075,0.05,0.01,54,1,4,83,18,341,136,0.76,2315,578,0,1,1,0,0,1,1,1,0,0,0,0
4226,34,190211,0.04,0.02,115,2,7,56,444,489,71,0.33,1206,603,0,0,0,1,0,1,1,0,0,0,0,0
4227,67,12539,0.07,0.0,36,3,5,95,162,488,56,0.24,938,938,1,1,1,0,0,1,1,0,0,0,0,0
4228,78,102226,0.01,0.0,15,1,1,68,117,3,209,0.07,1073,1073,0,1,1,0,0,0,0,0,0,1,0,0
4229,56,6941,0.02,0.02,24,3,3,39,297,296,188,0.11,3638,909,0,1,1,0,0,1,1,0,0,0,0,0
4230,18,139209,0.05,0.01,14,3,1,69,418,159,106,0.23,4780,597,0,1,0,0,0,0,1,0,1,0,0,0
4231,52,29639,0.03,0.03,46,1,4,34,275,476,246,0.6,1212,606,0,1,1,0,0,0,1,1,0,1,0,0
4232,35,166402,0.01,0.01,92,2,4,47,176,214,111,0.09,2103,525,1,1,1,0,0,0,1,1,1,0,0,0
4233,39,104321,0.01,0.01,13,0,4,63,227,97,56,0.21,379,126,1,1,1,0,0,1,0,0,0,0,0,0
4234,24,228703,0.07,0.02,53,2,3,21,412,307,173,0.47,531,531,1,1,0,0,0,1,1,0,0,1,0,0
4235,13,213390,0.01,0.01,54,1,6,97,54,113,174,0.66,3906,651,0,1,0,0,0,0,1,0,1,0,0,0
4236,19,30308,0.01,0.03,10,3,7,35,122,232,228,0.96,1374,1374,0,1,0,0,0,0,1,0,1,0,0,0
4237,24,126503,0.02,0.01,17,0,4,16,64,390,85,0.09,6008,1001,0,1,0,1,0,0,1,1,0,1,0,0
4238,76,148668,0.03,0.01,105,2,4,74,159,20,166,0.74,4457,1114,0,1,1,0,0,1,1,0,0,1,1,0
4239,64,130436,0.07,0.0,44,1,0,61,267,219,227,0.31,4556,911,0,1,0,1,0,0,1,0,0,1,0,0
4240,16,3736,0.01,0.03,58,1,2,6,356,330,19,0.13,4058,1014,1,1,1,0,0,0,1,1,1,0,0,0
4241,74,85818,0.04,0.0,52,1,6,69,299,213,179,0.27,2189,547,0,1,1,0,0,1,0,1,0,1,0,0
4242,41,87678,0.06,0.01,10,1,3,78,381,167,72,0.67,786,393,0,1,0,0,1,1,1,1,0,0,0,0
4243,54,144902,0.04,0.0,110,2,6,3,140,8,194,0.62,2423,605,0,1,0,0,0,1,1,0,1,0,0,0
4244,53,187899,0.03,0.01,95,3,1,3,424,88,210,0.38,5871,733,1,1,1,0,0,0,0,1,1,0,0,0
4245,52,136345,0.06,0.03,43,3,7,52,398,376,79,0.5,3689,461,1,1,1,0,0,0,1,1,1,0,0,0
4246,48,91404,0.04,0.0,6,0,2,17,210,74,169,0.34,3426,685,0,1,1,0,0,1,1,0,0,1,0,0
4247,23,184166,0.0,0.0,87,2,5,99,348,126,214,0.63,4693,938,1,1,1,0,0,0,1,0,0,0,0,0
4248,21,241013,0.05,0.0,25,1,6,58,260,397,50,0.75,2074,691,1,1,0,0,1,0,1,1,1,0,0,0
4249,56,232914,0.03,0.01,31,2,5,16,203,267,52,0.26,5360,670,0,1,1,0,0,0,1,0,1,0,0,0
4250,48,18108,0.05,0.02,40,3,6,71,372,463,17,0.17,6375,708,1,1,0,1,0,0,1,0,1,0,0,0
4251,57,189471,0.05,0.0,30,3,2,15,187,17,48,0.93,1984,661,0,1,1,0,0,1,1,0,1,0,0,0
4252,35,214553,0.01,0.01,107,0,7,80,52,37,88,0.31,2583,516,0,1,0,1,0,0,1,1,1,0,0,1
4253,13,25016,0.03,0.0,39,3,5,5,195,395,104,0.61,1327,265,1,1,1,0,0,1,0,0,0,0,0,1
4254,68,39393,0.04,0.0,33,3,6,35,458,82,1,0.74,3333,666,1,1,0,0,0,1,0,1,1,0,0,0
4255,30,208979,0.06,0.01,90,3,1,39,95,8,228,0.3,5620,936,1,1,1,0,0,0,1,0,1,0,1,0
4256,26,212804,0.01,0.01,29,3,3,43,69,404,112,0.41,956,956,1,1,0,0,1,0,1,0,0,0,1,0
4257,13,216331,0.07,0.03,39,0,7,19,230,166,142,0.51,2305,576,0,1,1,0,0,1,1,1,1,0,0,0
4258,76,219394,0.05,0.0,83,3,0,21,460,371,155,0.91,3709,529,0,1,1,0,0,1,1,0,0,0,0,0
4259,71,7263,0.0,0.01,68,1,6,82,18,92,50,0.23,5023,717,0,1,0,0,0,0,0,0,0,1,0,0
4260,25,219935,0.07,0.03,96,2,7,78,7,421,193,0.63,4773,795,1,1,0,0,0,0,1,0,0,1,0,0
4261,30,84128,0.01,0.01,71,2,3,42,231,186,195,0.25,2904,726,1,1,1,0,0,1,0,1,0,0,1,0
4262,76,7440,0.07,0.02,91,3,1,8,237,296,188,0.59,2117,529,1,1,0,0,0,1,1,0,0,1,0,0
4263,63,38195,0.07,0.02,80,1,6,7,58,386,30,0.81,1514,504,0,1,1,0,0,0,0,0,0,0,0,0
4264,39,88334,0.07,0.02,37,1,7,72,275,91,176,0.96,4704,940,1,1,1,0,0,1,1,0,0,1,0,0
4265,35,166978,0.01,0.02,6,0,1,48,125,36,205,0.08,2430,486,0,1,0,0,0,1,1,1,0,0,0,0
4266,46,146257,0.03,0.01,108,0,7,79,35,407,187,0.46,1931,482,0,1,1,0,0,0,1,1,1,0,0,0
4267,50,117959,0.03,0.0,41,2,0,51,234,312,180,0.94,2878,479,0,1,0,1,0,0,1,0,0,1,0,0
4268,33,168956,0.06,0.0,44,2,5,51,471,310,75,0.85,932,932,0,1,0,1,0,0,1,1,0,1,0,0
4269,51,162811,0.01,0.01,6,0,7,73,312,13,20,0.92,5386,1077,0,1,0,0,0,1,1,0,0,0,0,0
4270,28,190018,0.04,0.01,55,0,5,36,482,122,234,0.73,1987,662,1,1,0,0,0,1,1,1,0,0,0,0
4271,40,241343,0.05,0.01,28,3,7,22,145,193,222,0.75,4754,792,0,1,1,0,0,0,1,1,1,0,0,0
4272,13,12416,0.06,0.03,64,0,1,37,151,114,180,0.79,4842,968,1,1,0,0,0,1,1,0,0,0,0,0
4273,45,140658,0.04,0.02,63,1,1,45,211,492,237,0.43,4146,829,1,1,0,1,0,0,1,0,1,0,0,1
4274,20,209653,0.02,0.0,67,2,1,6,189,319,110,0.73,3686,614,1,1,1,0,0,1,1,1,0,0,1,0
4275,66,144391,0.02,0.01,104,0,1,27,246,176,64,0.08,2199,1099,0,1,1,0,0,1,1,0,1,0,0,1
4276,29,37972,0.07,0.02,12,2,3,6,442,300,36,0.03,11344,872,1,1,0,0,1,1,1,1,0,0,0,0
4277,73,210821,0.06,0.0,99,0,3,76,476,76,93,0.56,6714,746,0,1,1,0,0,0,1,0,0,1,0,0
4278,64,34434,0.06,0.03,97,2,5,0,286,428,207,0.77,2992,598,1,1,0,1,0,1,1,0,1,0,0,0
4279,66,41371,0.02,0.03,71,1,2,37,304,356,121,0.51,4439,739,0,1,0,1,0,1,1,0,1,0,0,0
4280,14,216777,0.06,0.0,55,2,7,20,462,337,130,0.08,1198,299,0,1,1,0,0,0,0,1,1,0,1,0
4281,25,108522,0.02,0.0,86,1,4,28,24,448,137,0.84,1460,486,0,1,1,0,0,0,1,1,0,0,0,0
4282,34,241319,0.03,0.0,32,3,2,6,238,30,214,0.63,1703,851,0,1,0,0,1,0,0,0,0,0,0,0
4283,74,197921,0.03,0.0,42,3,3,3,160,439,234,0.83,6580,822,0,1,0,0,1,0,1,0,1,0,0,0
4284,61,49832,0.03,0.03,108,0,5,55,271,387,106,0.56,6860,857,0,1,1,0,0,0,1,0,1,0,0,0
4285,18,168041,0.0,0.01,49,0,6,11,60,27,171,0.5,355,177,0,1,1,0,0,0,1,0,1,0,0,0
4286,31,27210,0.01,0.02,99,0,3,65,450,477,238,0.19,3426,685,1,1,1,0,0,0,0,1,1,0,0,0
4287,41,215915,0.0,0.03,31,3,2,98,153,213,61,0.13,1762,587,1,1,0,1,0,0,1,1,1,0,0,1
4288,63,98500,0.05,0.03,53,1,6,6,247,319,193,0.3,408,408,0,1,0,1,0,1,1,1,0,1,0,1
4289,18,62509,0.0,0.02,9,0,5,5,430,160,51,0.41,3406,851,1,1,1,0,0,0,0,1,0,1,0,0
4290,75,33906,0.03,0.01,55,0,1,29,151,433,129,0.0,1068,534,0,1,0,0,1,0,1,1,1,0,0,0
4291,14,96634,0.03,0.03,49,0,0,54,459,88,70,0.92,6483,720,0,1,0,1,0,0,0,1,0,0,0,0
4292,79,141609,0.0,0.03,72,3,0,57,89,441,206,0.45,5023,627,0,1,1,0,0,1,1,0,0,1,0,0
4293,15,62421,0.05,0.03,58,0,0,92,320,58,231,0.23,5431,775,0,1,0,0,1,0,1,0,1,0,0,0
4294,44,216302,0.02,0.02,64,1,2,16,35,171,65,0.22,4245,606,0,1,0,1,0,0,1,1,1,0,0,0
4295,38,235727,0.05,0.02,65,3,1,93,80,114,75,0.49,3646,911,0,1,1,0,0,1,0,1,1,0,0,0
4296,25,248783,0.02,0.02,48,0,2,14,391,453,205,0.14,4727,787,1,1,0,1,0,1,0,1,0,0,0,0
4297,56,219624,0.04,0.01,76,3,6,65,282,234,129,0.67,3476,496,0,1,0,1,0,1,1,1,1,0,0,0
4298,63,67157,0.02,0.03,12,2,1,49,417,405,201,0.51,3346,836,0,1,0,0,0,1,1,0,1,0,0,0
4299,73,215474,0.05,0.0,114,3,3,85,210,374,142,0.74,2881,720,1,1,1,0,0,1,0,0,1,0,0,0
4300,60,77326,0.01,0.03,94,2,4,93,219,242,206,0.12,3358,671,0,1,1,0,0,1,1,1,0,1,0,0
4301,40,123510,0.06,0.01,95,2,5,54,244,401,112,0.74,1237,618,0,1,0,0,0,0,1,0,0,0,0,0
