model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,failed_main_inspection,condition
 A Class,2018,18640,Semi-Auto,10240,Diesel,145,65.7,1.5,Mercedes,0.0,3
 A Class,2017,14700,Automatic,16664,Diesel,145,74.3,1.5,Mercedes,0.0,3
 A Class,2016,11900,Manual,31297,Diesel,20,72.4,1.5,Mercedes,0.0,2
 Q3,2018,26800,Semi-Auto,13218,Petrol,145,40.4,2.0,Audi,0.0,4
 A5,2017,27895,Semi-Auto,22592,Petrol,145,38.2,3.0,Audi,0.0,3
 A Class,2020,24987,Manual,2820,Petrol,145,47.1,1.3,Mercedes,0.0,3
 Q3,2019,26990,Manual,4800,Diesel,145,42.8,2.0,Audi,0.0,1
 GLE Class,2018,32991,Semi-Auto,18760,Diesel,150,47.9,2.1,Mercedes,0.0,4
 Polo,2017,9995,Manual,25600,Petrol,150,60.1,1.2,VW,0.0,4
 A1,2012,7500,Manual,88991,Diesel,0,74.3,1.6,Audi,1.0,4
 Q3,2019,26495,Manual,5176,Petrol,145,39.8,1.5,Audi,0.0,1
 Golf,2017,22000,Automatic,22708,Hybrid,135,156.9,1.4,VW,0.0,1
 C Class,2018,20000,Automatic,9496,Petrol,145,48.7,2.0,Mercedes,0.0,3
 A Class,2018,22990,Semi-Auto,4392,Petrol,145,45.6,2.0,Mercedes,0.0,5
 B Class,2019,22480,Semi-Auto,6024,Petrol,145,45.6,1.3,Mercedes,0.0,3
 GLE Class,2017,39699,Semi-Auto,8551,Diesel,145,39.2,3.0,Mercedes,0.0,5
 GLA Class,2019,25599,Semi-Auto,29,Diesel,145,64.2,2.1,Mercedes,0.0,2
 TT,2020,32490,Semi-Auto,2360,Petrol,145,34.9,2.0,Audi,0.0,2
 Tiguan,2017,25312,Semi-Auto,17717,Diesel,150,49.6,2.0,VW,0.0,2
 E Class,2019,24749,Semi-Auto,11374,Diesel,145,72.4,2.0,Mercedes,0.0,1
 A Class,2016,14250,Manual,26928,Diesel,30,62.8,2.1,Mercedes,0.0,4
 Q2,2019,20998,Manual,1276,Diesel,145,49.6,1.6,Audi,0.0,1
 GLE Class,2019,50700,Semi-Auto,4800,Diesel,145,32.8,3.0,Mercedes,0.0,1
 C Class,2016,15500,Automatic,29267,Diesel,30,65.7,1.6,Mercedes,0.0,3
 A4,2015,9500,Automatic,80688,Diesel,0,72.4,2.0,Audi,0.0,1
 C Class,2016,16998,Semi-Auto,21578,Diesel,30,65.7,1.6,Mercedes,0.0,1
 Up,2015,6650,Manual,12240,Petrol,20,60.1,1.0,VW,0.0,1
 Q2,2017,16496,Automatic,28443,Diesel,145,68.9,1.6,Audi,0.0,5
 Golf,2015,16998,Manual,34733,Petrol,200,39.8,2.0,VW,0.0,2
 GLA Class,2018,19990,Semi-Auto,19606,Petrol,145,48.7,1.6,Mercedes,0.0,1
 C Class,2019,25799,Semi-Auto,11955,Petrol,145,47.1,1.5,Mercedes,0.0,4
 E Class,2014,13970,Automatic,40940,Diesel,200,47.1,3.0,Mercedes,0.0,2
 C Class,2019,46950,Automatic,1148,Petrol,145,29.7,3.0,Mercedes,0.0,3
 Passat,2014,8990,Semi-Auto,50400,Diesel,150,54.3,2.0,VW,0.0,3
 Q3,2019,26990,Manual,3070,Petrol,145,40.9,1.5,Audi,0.0,4
 B Class,2018,15799,Manual,8060,Diesel,145,68.9,1.5,Mercedes,0.0,2
 C Class,2015,13500,Semi-Auto,29616,Diesel,30,65.7,1.6,Mercedes,0.0,2
 E Class,2017,23599,Semi-Auto,7209,Diesel,145,65.7,2.0,Mercedes,0.0,5
 GLA Class,2017,20472,Semi-Auto,10477,Diesel,125,56.5,2.1,Mercedes,0.0,1
 C Class,2019,59830,Automatic,4987,Petrol,145,28.5,4.0,Mercedes,0.0,1
 3 Series,2013,11511,Manual,55192,Diesel,125,58.9,2.0,BMW,0.0,1
 A Class,2016,13890,Manual,28746,Petrol,125,51.4,1.6,Mercedes,0.0,5
 C Class,2019,19980,Semi-Auto,11445,Petrol,145,46.3,1.5,Mercedes,0.0,5
 GLC Class,2017,26995,Semi-Auto,14389,Diesel,125,56.5,2.1,Mercedes,0.0,2
 C Class,2019,23200,Automatic,5600,Petrol,145,42.2,1.6,Mercedes,0.0,1
 Golf,2014,9020,Manual,73211,Petrol,30,53.3,1.4,VW,1.0,2
 A5,2018,25500,Automatic,9200,Diesel,145,68.9,2.0,Audi,0.0,1
 Q3,2016,18502,Manual,17924,Diesel,145,52.3,2.0,Audi,0.0,2
 A1,2019,23290,Automatic,4000,Petrol,145,40.9,2.0,Audi,0.0,3
 GLA Class,2014,14400,Semi-Auto,46809,Diesel,150,55.4,2.1,Mercedes,0.0,1
 A3,2018,17000,Manual,15200,Petrol,150,50.4,2.0,Audi,0.0,4
 C Class,2018,18449,Semi-Auto,5200,Diesel,145,65.7,1.6,Mercedes,0.0,1
 Golf,2016,12491,Semi-Auto,42356,Petrol,0,65.7,1.0,VW,0.0,4
 Polo,2014,5995,Manual,51365,Diesel,20,72.4,1.2,VW,0.0,1
 Golf,2015,11995,Semi-Auto,43200,Petrol,260,36.7,2.0,VW,0.0,2
 Touran,2016,17450,Semi-Auto,26741,Diesel,30,65.7,1.6,VW,1.0,4
 C Class,2017,18998,Semi-Auto,19016,Diesel,145,64.2,2.1,Mercedes,0.0,1
 C Class,2016,15952,Automatic,27461,Diesel,20,64.2,2.1,Mercedes,0.0,3
 A Class,2018,19385,Automatic,7297,Diesel,145,65.7,1.5,Mercedes,0.0,4
 Golf,2017,15690,Manual,18558,Petrol,150,55.4,1.5,VW,0.0,1
 A3,2017,16999,Manual,7740,Petrol,145,53.3,1.5,Audi,0.0,1
 A Class,2017,13981,Semi-Auto,37005,Petrol,145,53.3,1.6,Mercedes,0.0,1
 Tiguan,2017,21725,Semi-Auto,23360,Petrol,145,38.2,2.0,VW,0.0,4
 Touran,2013,8500,Automatic,71316,Diesel,150,55.4,1.6,VW,1.0,3
 C Class,2019,33799,Semi-Auto,4535,Diesel,150,55.4,2.0,Mercedes,0.0,3
 3 Series,2013,15500,Semi-Auto,37200,Diesel,150,55.4,3.0,BMW,0.0,1
 Tiguan,2015,8793,Manual,80000,Diesel,125,56.5,2.0,VW,0.0,1
 A Class,2019,24508,Semi-Auto,800,Diesel,145,65.7,1.5,Mercedes,0.0,2
 Golf,2016,17890,Semi-Auto,20485,Diesel,30,62.8,2.0,VW,0.0,1
 C Class,2016,17999,Automatic,34055,Diesel,30,61.4,2.1,Mercedes,0.0,5
 GLA Class,2020,37490,Automatic,4000,Diesel,145,49.6,2.0,Mercedes,0.0,1
 Q5,2016,20700,Semi-Auto,25814,Diesel,200,47.1,2.0,Audi,0.0,5
 A3,2019,19990,Semi-Auto,4800,Diesel,145,52.3,1.6,Audi,0.0,3
 Q3,2019,24990,Manual,4800,Petrol,145,40.9,1.5,Audi,0.0,1
 CL Class,2014,19980,Semi-Auto,44164,Petrol,555,29.4,4.7,Mercedes,0.0,3
 Polo,2015,8995,Manual,18016,Petrol,0,68.9,1.0,VW,0.0,4
 Golf,2017,12699,Manual,8857,Diesel,0,74.3,1.6,VW,0.0,5
 C Class,2016,21499,Automatic,21392,Diesel,30,65.7,2.1,Mercedes,0.0,1
 C Class,2019,25990,Automatic,10620,Diesel,145,58.9,2.0,Mercedes,0.0,3
 Polo,2016,11500,Manual,9451,Petrol,20,60.1,1.2,VW,0.0,5
 A4,2019,30500,Automatic,4800,Petrol,145,40.9,2.0,Audi,0.0,1
 C Class,2019,21749,Automatic,4147,Petrol,145,44.1,1.5,Mercedes,0.0,3
 Polo,2010,3995,Manual,123199,Petrol,125,51.4,1.2,VW,1.0,5
 C Class,2016,17991,Automatic,41224,Petrol,160,44.8,2.0,Mercedes,1.0,3
 Golf,2012,7450,Manual,41417,Petrol,165,45.6,1.4,VW,0.0,3
 Q5,2019,36490,Semi-Auto,3600,Diesel,145,38.2,2.0,Audi,0.0,5
 C Class,2016,19990,Automatic,28000,Diesel,20,67.3,2.1,Mercedes,0.0,1
 Polo,2013,6995,Manual,46769,Petrol,125,51.4,1.2,VW,1.0,4
 A6,2017,25000,Semi-Auto,17880,Diesel,145,54.3,2.0,Audi,0.0,1
 Golf,2015,10182,Manual,30811,Petrol,30,53.3,1.4,VW,0.0,1
 A3,2014,13900,Automatic,24412,Petrol,30,56.5,1.4,Audi,0.0,3
 Tiguan,2013,8999,Manual,68600,Diesel,160,48.7,2.0,VW,1.0,3
 Q2,2020,24444,Manual,3412,Petrol,145,43.5,1.5,Audi,0.0,1
 Golf,2017,21497,Semi-Auto,12004,Petrol,200,39.8,2.0,VW,0.0,2
 A4,2017,21990,Semi-Auto,2400,Petrol,145,50.4,1.4,Audi,0.0,5
 GLA Class,2017,15495,Manual,52208,Diesel,30,64.2,2.1,Mercedes,0.0,4
 A6,2017,19655,Semi-Auto,25284,Diesel,145,57.6,2.0,Audi,0.0,3
 Touareg,2017,24298,Semi-Auto,22706,Diesel,235,42.8,3.0,VW,0.0,3
 C Class,2018,25480,Semi-Auto,7864,Petrol,145,46.3,1.5,Mercedes,0.0,1
 Golf,2016,13998,Manual,17031,Diesel,20,68.9,2.0,VW,0.0,1
 Q3,2020,37888,Automatic,1200,Petrol,145,30.7,0.0,Audi,0.0,3
 Polo,2017,10950,Manual,21226,Petrol,150,65.7,1.0,VW,0.0,1
 A1,2020,25950,Semi-Auto,2310,Petrol,150,44.8,1.5,Audi,0.0,3
 A Class,2019,22760,Semi-Auto,5234,Diesel,145,67.3,1.5,Mercedes,0.0,4
 Q3,2014,12300,Automatic,34556,Diesel,200,47.9,2.0,Audi,0.0,3
 Golf,2017,16995,Manual,28961,Diesel,20,67.3,2.0,VW,0.0,1
 Q3,2019,26073,Manual,3511,Petrol,145,40.9,1.5,Audi,0.0,4
 A3,2017,16400,Manual,43344,Diesel,145,67.3,1.6,Audi,0.0,1
 A3,2016,13490,Manual,30990,Petrol,20,60.1,1.4,Audi,0.0,2
 C Class,2019,25399,Semi-Auto,8208,Petrol,145,44.1,1.5,Mercedes,0.0,4
 E Class,2017,17250,Automatic,25279,Diesel,125,58.9,2.1,Mercedes,0.0,2
 C Class,2017,22489,Automatic,26729,Petrol,145,47.1,2.0,Mercedes,0.0,5
 Passat,2015,10771,Semi-Auto,33728,Diesel,30,60.1,2.0,VW,0.0,1
 C Class,2019,40699,Semi-Auto,8380,Petrol,145,30.4,3.0,Mercedes,0.0,1
 A3,2019,21920,Manual,5723,Diesel,145,52.3,1.6,Audi,0.0,2
 E Class,2018,23998,Semi-Auto,10091,Diesel,145,65.7,2.0,Mercedes,0.0,3
 TT,2017,19000,Manual,11698,Petrol,150,46.3,1.8,Audi,0.0,2
 Touran,2015,11498,Manual,31008,Diesel,125,58.9,2.0,VW,0.0,3
 Q7,2014,20498,Semi-Auto,34567,Diesel,300,38.2,3.0,Audi,0.0,1
 Golf,2016,17322,Semi-Auto,23540,Diesel,30,62.8,2.0,VW,0.0,3
 Q2,2019,24990,Semi-Auto,4833,Petrol,145,42.2,1.5,Audi,0.0,1
 Q3,2017,16671,Manual,16385,Diesel,30,62.8,2.0,Audi,0.0,1
 Passat,2017,14690,Semi-Auto,26481,Diesel,125,60.1,2.0,VW,0.0,3
 GLC Class,2017,24250,Semi-Auto,33835,Diesel,125,56.5,2.1,Mercedes,1.0,2
 C Class,2018,24791,Semi-Auto,12841,Petrol,145,44.1,2.0,Mercedes,0.0,2
 A3,2015,14499,Manual,17891,Petrol,30,58.9,1.4,Audi,0.0,2
 Q3,2019,24490,Manual,2400,Petrol,145,40.9,1.5,Audi,0.0,2
 C Class,2019,24450,Semi-Auto,8376,Diesel,145,64.2,2.0,Mercedes,0.0,2
 C Class,2014,11750,Automatic,37746,Diesel,145,56.5,2.1,Mercedes,0.0,1
 Tiguan,2017,23450,Semi-Auto,23043,Diesel,145,49.6,2.0,VW,0.0,1
 C Class,2019,23489,Semi-Auto,11280,Diesel,145,61.4,2.0,Mercedes,0.0,1
 A3,2015,10999,Manual,25065,Petrol,30,56.5,1.2,Audi,0.0,1
 C Class,2020,30500,Semi-Auto,80,Diesel,145,64.2,2.0,Mercedes,0.0,4
 Q5,2017,36990,Semi-Auto,16283,Petrol,145,34.0,3.0,Audi,0.0,1
 A Class,2017,15600,Manual,19580,Diesel,30,62.8,2.1,Mercedes,0.0,2
 Passat,2017,11975,Manual,33273,Diesel,20,68.9,2.0,VW,0.0,4
 GLE Class,2019,50480,Semi-Auto,3199,Diesel,145,36.7,2.0,Mercedes,0.0,1
 Passat,2017,16495,Manual,17227,Petrol,145,55.4,1.4,VW,0.0,3
 E Class,2016,18998,Semi-Auto,23572,Diesel,145,54.3,3.0,Mercedes,0.0,2
 CL Class,2019,28980,Semi-Auto,1147,Petrol,145,44.1,1.3,Mercedes,0.0,1
 Polo,2017,8600,Manual,46327,Petrol,145,60.1,1.2,VW,0.0,1
 Polo,2017,10590,Manual,11494,Petrol,20,60.1,1.2,VW,0.0,4
 B Class,2019,27900,Automatic,2080,Diesel,145,55.4,2.0,Mercedes,0.0,5
 Tiguan,2017,17980,Manual,7396,Petrol,145,46.3,1.4,VW,0.0,5
 A4,2019,24500,Manual,4000,Petrol,145,40.4,2.0,Audi,0.0,5
 A3,2019,17420,Manual,6899,Petrol,145,48.7,1.0,Audi,0.0,1
 GLA Class,2016,18799,Semi-Auto,15160,Diesel,125,56.5,2.1,Mercedes,0.0,5
 Polo,2015,6000,Manual,55982,Diesel,0,83.1,1.4,VW,0.0,3
 Golf,2017,12882,Manual,16532,Diesel,0,74.3,1.6,VW,0.0,3
 C Class,2017,15990,Automatic,39200,Diesel,145,61.4,2.1,Mercedes,0.0,1
 A1,2017,8490,Manual,50400,Diesel,145,76.3,1.6,Audi,0.0,1
 Tiguan,2016,14990,Manual,24961,Diesel,125,58.9,2.0,VW,0.0,2
 C Class,2019,42995,Semi-Auto,80,Petrol,145,29.7,3.0,Mercedes,0.0,2
 Tiguan,2016,15940,Manual,27371,Diesel,160,50.4,2.0,VW,0.0,4
 A Class,2016,16000,Manual,15676,Diesel,20,68.9,1.5,Mercedes,0.0,4
 A1,2016,11290,Manual,56995,Petrol,30,55.4,1.4,Audi,1.0,4
 B Class,2019,24490,Automatic,1341,Diesel,145,55.4,2.0,Mercedes,0.0,2
 A Class,2020,24980,Manual,12,Petrol,145,28.5,1.3,Mercedes,0.0,1
 C Class,2018,29199,Semi-Auto,3759,Diesel,145,54.3,2.0,Mercedes,0.0,1
 A1,2012,6975,Manual,45177,Diesel,20,68.9,2.0,Audi,0.0,2
 Polo,2016,7991,Manual,51832,Petrol,20,60.1,1.0,VW,0.0,1
 Q7,2020,59750,Automatic,9100,Diesel,145,33.2,3.0,Audi,1.0,4
 C Class,2019,30799,Automatic,1449,Petrol,145,46.3,1.5,Mercedes,0.0,2
 A3,2019,30500,Semi-Auto,212,Petrol,150,34.9,2.0,Audi,0.0,2
 Scirocco,2014,12000,Manual,60477,Diesel,30,62.8,2.0,VW,1.0,3
 Q3,2016,20950,Semi-Auto,22763,Diesel,150,51.4,2.0,Audi,0.0,1
 A1,2013,7791,Manual,61088,Petrol,125,52.3,1.4,Audi,0.0,1
 Tiguan,2017,17995,Manual,11400,Diesel,125,58.9,2.0,VW,0.0,1
 GLC Class,2019,32480,Semi-Auto,13082,Diesel,145,56.5,2.1,Mercedes,0.0,1
 Tiguan,2016,11500,Manual,35435,Diesel,150,53.3,2.0,VW,0.0,5
 SL CLASS,2019,32499,Semi-Auto,436,Petrol,145,47.1,2.0,Mercedes,0.0,4
 Polo,2016,11461,Manual,17504,Petrol,150,47.0,1.8,VW,0.0,5
 GLA Class,2017,21199,Semi-Auto,10509,Diesel,145,56.5,2.1,Mercedes,0.0,4
 Tiguan,2013,10989,Automatic,97797,Diesel,205,47.7,2.0,VW,1.0,4
 X3,2013,13100,Automatic,51564,Diesel,160,50.4,2.0,BMW,0.0,1
 A6,2019,35000,Semi-Auto,4000,Diesel,145,47.9,2.0,Audi,0.0,1
 Q3,2015,16200,Automatic,42105,Diesel,160,51.4,2.0,Audi,1.0,4
 Q5,2019,31998,Semi-Auto,8,Petrol,145,33.2,2.0,Audi,0.0,3
 A1,2017,11490,Manual,11968,Petrol,145,57.6,1.4,Audi,0.0,1
 A3,2012,6999,Manual,65834,Diesel,30,64.2,2.0,Audi,0.0,3
 A4,2018,17998,Manual,20737,Petrol,145,50.4,1.4,Audi,0.0,1
 Polo,2017,10990,Manual,15379,Petrol,145,65.7,1.0,VW,0.0,3
 V Class,2018,19998,Manual,20912,Diesel,145,46.3,2.1,Mercedes,0.0,3
 GLE Class,2020,59980,Semi-Auto,11,Petrol,145,29.5,3.0,Mercedes,0.0,2
 A4,2019,43990,Automatic,5200,Diesel,145,39.2,3.0,Audi,0.0,1
 A6,2016,16450,Manual,27200,Diesel,30,64.2,2.0,Audi,0.0,5
 A3,2016,24291,Semi-Auto,16161,Petrol,165,43.5,2.0,Audi,0.0,1
 A Class,2019,17990,Automatic,11826,Diesel,145,65.7,1.5,Mercedes,0.0,1
 Q3,2017,19990,Manual,16000,Petrol,145,49.6,1.4,Audi,0.0,2
 E Class,2019,25999,Semi-Auto,9819,Diesel,145,72.4,2.0,Mercedes,0.0,1
 Passat,2015,12490,Manual,38662,Diesel,20,67.3,2.0,VW,0.0,1
 A6,2019,31970,Automatic,9261,Diesel,145,47.9,2.0,Audi,1.0,5
 SL CLASS,2018,25749,Semi-Auto,6000,Petrol,145,47.1,2.0,Mercedes,0.0,2
 A6,2015,13200,Manual,71480,Diesel,30,62.8,2.0,Audi,0.0,1
 SL CLASS,2019,30799,Semi-Auto,251,Petrol,145,47.9,2.0,Mercedes,0.0,5
 Golf,2014,8795,Manual,61012,Petrol,30,53.3,1.4,VW,0.0,1
 GLC Class,2018,27480,Semi-Auto,6280,Diesel,145,41.5,2.1,Mercedes,0.0,1
 C Class,2019,23399,Automatic,3052,Petrol,145,44.1,1.5,Mercedes,0.0,3
 Golf,2015,9998,Manual,36820,Petrol,30,53.3,1.4,VW,0.0,1
 A5,2019,27491,Automatic,4000,Petrol,145,39.8,2.0,Audi,0.0,5
 Polo,2017,11490,Manual,7206,Petrol,145,60.1,1.2,VW,0.0,1
 A Class,2019,26089,Semi-Auto,800,Diesel,145,56.5,2.0,Mercedes,0.0,3
 GLC Class,2018,24750,Automatic,17568,Diesel,150,56.5,2.1,Mercedes,0.0,5
 A Class,2017,16998,Manual,24074,Diesel,145,62.8,2.1,Mercedes,1.0,2
 Q5,2019,37966,Semi-Auto,3434,Petrol,145,32.1,2.0,Audi,0.0,3
 Polo,2017,10092,Manual,16540,Petrol,145,60.1,1.2,VW,0.0,1
 A3,2015,14190,Semi-Auto,22295,Diesel,30,64.2,2.0,Audi,0.0,2
 Tiguan,2016,15000,Manual,25870,Diesel,125,58.9,2.0,VW,0.0,4
 Q2,2017,16298,Manual,19723,Diesel,30,64.2,1.6,Audi,0.0,2
 E Class,2015,18995,Automatic,5852,Diesel,160,50.4,3.0,Mercedes,0.0,5
 C Class,2017,40980,Semi-Auto,18037,Petrol,300,34.5,4.0,Mercedes,0.0,3
 C Class,2019,24992,Automatic,6590,Petrol,145,44.1,1.5,Mercedes,0.0,5
 Sharan,2015,11995,Automatic,37600,Diesel,160,49.6,2.0,VW,0.0,3
 Up,2014,4733,Manual,53666,Petrol,20,62.8,1.0,VW,1.0,2
 A4,2019,26295,Automatic,5600,Diesel,145,48.7,2.0,Audi,0.0,4
 Q3,2019,27699,Manual,1418,Petrol,145,39.8,1.5,Audi,0.0,5
 A3,2015,15495,Semi-Auto,37884,Diesel,125,57.6,2.0,Audi,0.0,4
 Golf,2017,16298,Semi-Auto,48195,Diesel,125,58.9,2.0,VW,1.0,3
 Golf,2015,12717,Manual,46920,Diesel,20,67.3,2.0,VW,0.0,1
 A4,2018,18995,Manual,11929,Petrol,145,51.4,1.4,Audi,0.0,4
 A Class,2015,10490,Manual,65600,Diesel,30,62.8,2.1,Mercedes,0.0,3
 Q3,2017,17000,Manual,25310,Petrol,125,51.4,1.4,Audi,0.0,3
 3 Series,2012,7475,Automatic,56000,Diesel,160,52.3,2.0,BMW,0.0,2
 E Class,2019,25295,Semi-Auto,11978,Diesel,145,65.7,2.0,Mercedes,0.0,1
 GLA Class,2014,15898,Automatic,53205,Diesel,145,55.4,2.1,Mercedes,1.0,3
 A Class,2019,19520,Semi-Auto,6290,Diesel,145,68.9,1.5,Mercedes,0.0,4
 TT,2015,14998,Manual,26299,Diesel,30,62.8,2.0,Audi,0.0,3
 GLA Class,2016,15490,Manual,20782,Diesel,30,64.2,2.1,Mercedes,0.0,2
 C Class,2017,26790,Automatic,3928,Petrol,145,40.9,2.0,Mercedes,0.0,5
 Polo,2017,9799,Manual,29392,Petrol,145,60.1,1.2,VW,0.0,4
 GLA Class,2016,19980,Semi-Auto,25972,Diesel,125,56.5,2.1,Mercedes,0.0,4
 A4,2015,11199,Automatic,120793,Diesel,125,56.5,2.0,Audi,1.0,4
 Touran,2016,15100,Manual,23722,Diesel,30,61.4,1.6,VW,0.0,1
 Q3,2020,36000,Semi-Auto,2400,Petrol,145,31.4,2.0,Audi,0.0,3
 C Class,2019,29889,Automatic,3776,Diesel,145,55.4,2.0,Mercedes,0.0,3
 Q7,2019,46490,Automatic,5956,Diesel,145,32.8,3.0,Audi,0.0,3
 Golf,2017,14295,Manual,23326,Diesel,150,61.4,1.6,VW,1.0,4
 Passat,2017,14195,Semi-Auto,14122,Diesel,145,70.6,1.6,VW,0.0,2
 Golf,2015,8480,Manual,34248,Diesel,0,68.9,1.6,VW,0.0,4
 C Class,2019,30000,Semi-Auto,7249,Diesel,145,57.7,2.0,Mercedes,0.0,1
 Golf,2017,13995,Manual,20104,Petrol,145,54.3,1.4,VW,0.0,4
 Q5,2019,32998,Automatic,1620,Petrol,145,33.2,2.0,Audi,0.0,5
 Polo,2016,8495,Manual,22118,Petrol,20,60.1,1.0,VW,0.0,2
 Tiguan,2017,19745,Semi-Auto,27959,Diesel,125,57.6,2.0,VW,0.0,4
 Passat,2016,11200,Manual,64145,Diesel,20,67.3,2.0,VW,1.0,3
 1 Series,2013,7999,Manual,85813,Diesel,0,74.3,1.6,BMW,1.0,4
 Q3,2017,18000,Manual,17479,Petrol,145,49.6,1.4,Audi,0.0,1
 Q3,2015,17498,Semi-Auto,32204,Diesel,160,50.4,2.0,Audi,0.0,4
 V Class,2019,20391,Automatic,15049,Diesel,150,48.7,2.1,Mercedes,0.0,5
 Up,2017,6399,Manual,18601,Petrol,20,64.2,1.0,VW,0.0,5
 Tiguan,2017,22672,Semi-Auto,26287,Diesel,145,49.6,2.0,VW,0.0,1
 GLA Class,2016,15998,Semi-Auto,41623,Diesel,125,56.5,2.1,Mercedes,0.0,1
 3 Series,2010,5999,Automatic,94400,Petrol,260,35.8,3.0,BMW,0.0,5
 A3,2014,11941,Semi-Auto,44291,Diesel,30,62.8,2.0,Audi,0.0,3
 A1,2016,15490,Semi-Auto,31796,Petrol,30,70.6,1.4,Audi,0.0,2
 A3,2017,15495,Manual,9626,Petrol,20,60.1,1.0,Audi,0.0,4
 A Class,2018,15491,Manual,22411,Diesel,150,68.9,1.5,Mercedes,0.0,2
 Polo,2016,7870,Manual,19552,Petrol,20,60.1,1.0,VW,0.0,1
 Up,2016,7999,Manual,18237,Petrol,20,64.2,1.0,VW,0.0,1
 A4,2017,20995,Semi-Auto,40963,Diesel,145,56.5,2.0,Audi,0.0,4
 GLE Class,2016,32995,Semi-Auto,14457,Diesel,265,42.8,3.0,Mercedes,0.0,4
 A1,2016,11232,Manual,29241,Petrol,0,67.3,1.0,Audi,0.0,1
 Golf,2016,12495,Semi-Auto,32680,Petrol,30,53.3,1.4,VW,0.0,1
 Polo,2017,9290,Manual,31806,Petrol,20,60.1,1.2,VW,0.0,4
 Tiguan,2017,16625,Manual,28646,Diesel,125,58.9,2.0,VW,0.0,1
 C Class,2019,26280,Semi-Auto,9538,Diesel,145,51.4,2.0,Mercedes,0.0,1
 A3,2016,19490,Semi-Auto,20752,Petrol,30,56.5,1.4,Audi,0.0,1
 A Class,2017,15990,Manual,17784,Petrol,145,49.6,1.6,Mercedes,0.0,1
 A3,2019,32690,Semi-Auto,2314,Petrol,150,34.9,2.0,Audi,0.0,1
 C Class,2019,24924,Semi-Auto,10325,Diesel,145,61.4,2.0,Mercedes,0.0,1
 Q3,2020,29930,Automatic,3650,Diesel,145,48.7,2.0,Audi,0.0,1
 SL CLASS,2016,18950,Manual,24301,Petrol,160,43.5,2.0,Mercedes,1.0,3
 C Class,2019,25950,Automatic,872,Petrol,145,44.1,1.5,Mercedes,0.0,1
 C Class,2017,18890,Semi-Auto,20052,Diesel,145,64.2,2.1,Mercedes,0.0,4
 Q5,2014,25000,Semi-Auto,27602,Diesel,260,41.5,3.0,Audi,0.0,1
 Polo,2014,5490,Manual,75600,Petrol,125,51.4,1.2,VW,1.0,5
 Golf,2017,13959,Manual,15477,Diesel,145,67.3,1.6,VW,0.0,1
 B Class,2019,24899,Semi-Auto,3001,Diesel,145,55.4,2.0,Mercedes,0.0,1
 C Class,2017,16911,Semi-Auto,25912,Diesel,150,65.7,1.6,Mercedes,0.0,1
 A3,2016,14200,Manual,20580,Petrol,20,60.1,1.4,Audi,0.0,1
 GLE Class,2016,30399,Semi-Auto,13452,Diesel,235,42.8,3.0,Mercedes,0.0,3
 Q3,2015,20750,Semi-Auto,23932,Petrol,200,40.4,2.0,Audi,0.0,2
 Polo,2017,10250,Manual,29387,Petrol,150,60.1,1.0,VW,1.0,4
 A6,2019,33295,Semi-Auto,3356,Diesel,145,47.9,2.0,Audi,0.0,1
 Passat,2016,7492,Manual,101600,Diesel,20,67.3,2.0,VW,0.0,1
 GLC Class,2020,35980,Semi-Auto,3199,Diesel,145,44.8,2.0,Mercedes,0.0,4
 GLA Class,2018,25480,Semi-Auto,10156,Diesel,145,56.5,2.1,Mercedes,0.0,5
 Golf,2016,9990,Manual,56278,Diesel,0,74.3,1.6,VW,0.0,3
 E Class,2017,21607,Automatic,16089,Diesel,165,52.3,3.0,Mercedes,0.0,1
 A Class,2019,19250,Semi-Auto,12012,Diesel,145,68.9,1.5,Mercedes,0.0,5
 A Class,2015,15500,Automatic,38612,Diesel,20,67.3,2.1,Mercedes,0.0,3
 A3,2016,15291,Manual,14049,Petrol,30,58.9,1.4,Audi,0.0,2
 SL CLASS,2017,18152,Semi-Auto,34459,Petrol,145,48.7,1.6,Mercedes,0.0,1
 A Class,2019,26991,Automatic,1329,Petrol,145,53.3,1.3,Mercedes,0.0,2
 A3,2018,18995,Manual,4691,Petrol,145,47.1,1.0,Audi,0.0,3
 A4,2017,17450,Manual,27933,Petrol,125,49.6,2.0,Audi,0.0,1
 A3,2016,16950,Manual,53600,Diesel,0,74.3,1.6,Audi,0.0,5
 A Class,2016,19999,Semi-Auto,11252,Diesel,125,58.9,2.1,Mercedes,0.0,3
 C Class,2015,16999,Semi-Auto,25695,Diesel,30,64.2,2.1,Mercedes,0.0,4
 C Class,2016,22900,Automatic,27056,Diesel,30,65.7,2.1,Mercedes,0.0,3
 A3,2017,15599,Automatic,20634,Diesel,125,58.9,2.0,Audi,0.0,5
 Up,2017,7200,Manual,40055,Petrol,145,64.2,1.0,VW,1.0,4
 GLC Class,2018,26500,Automatic,5500,Diesel,150,56.5,2.1,Mercedes,0.0,3
 B Class,2019,26899,Semi-Auto,645,Diesel,145,55.4,2.0,Mercedes,0.0,1
 Tiguan,2017,25995,Semi-Auto,14536,Diesel,145,49.6,2.0,VW,0.0,5
 C Class,2019,19799,Semi-Auto,11409,Petrol,145,46.3,1.5,Mercedes,0.0,5
 CL Class,2019,21995,Manual,10663,Petrol,150,44.1,1.6,Mercedes,0.0,5
